"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00413289","2005-08","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","","","351.9","1,0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","28","1,0","","","18.9",",0,31,","0",",,0,31,+","0",",,0,31,+","25.1",",,0,06,","41.1","1,0,28,","0.0","0","","","0.0","1,0","","","","","","","","","","","34.1",",,,0","0",",,,0","30.06","1,0","37.00","1,,,0","23.12",",,,0"
"USC00413289","2005-09","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","","","305.6",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","27",",0","","","15.6",",0,29,","0",",,0,30,+","0",",,0,30,+","11.2",",,0,16,","41.1",",0,29,","0.0","0","","","0.0",",0","","","","","","","","","","","11.2",",,,0","0",",,,0","28.52",",0","36.32",",,,0","20.72",",,,0"
"USC00413289","2005-10","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","","","104.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","8",",0","","","0.6",",0,25,","0",",,0,31,+","0",",,0,31,+","1.8",",,0,10,","35.0",",0,20,+","45.1","0","","","45.1",",0","","","","","","","","","","","3.1",",,,0","0",",,,0","20.23",",0","27.84",",,,0","12.63",",,,0"
"USC00413289","2005-11","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","","","40.7","2,0","1","2,0","1","2,0","0","2,0","0",",0","0",",0","0","2,0","6","2,0","0","2,0","19","2,0","2","2,0","","","-2.8","2,0,30,+","0",",,0,30,+","0",",,0,30,+","17.3","2,,0,01,","32.2","2,0,10,+","158.2","0","","","113.1","2,0","","","","","","","","","","","17.3","2,,,0","0",",,,0","15.75","2,0","23.33","2,,,0","8.17","2,,,0"
"USC00413289","2005-12","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","","","0.0","2,0","4",",0","2",",0","0",",0","0","4,0","0",",0","0","2,0","13","2,0","2","2,0","5","2,0","1","2,0","","","-11.1","2,0,09,","0","4,,0,31,+","0",",,0,31,+","5.3",",,0,08,","33.3","2,0,04,","452.5","0","","","294.3","2,0","","","","","","","","","","","11.9",",,,0","0",",,,0","8.19","2,0","15.74","2,,,0","0.63","2,,,0"
"USC00413289","2006-01","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","5.0","0","5.0","3,0","5",",0","4",",0","1",",0","0",",0","0",",0","0","3,0","4","3,0","0","2,0","12","2,0","0","2,0","","","-3.3","3,0,14,","0",",,0,31,+","0",",,0,31,+","62.0",",,0,23,","31.1","2,0,04,","634.0","0","","","181.5","2,0","","","","","","","","","","","118.8",",,,0","0",",,,0","12.04","3,0","19.86","2,,,0","4.23","3,,,0"
"USC00413289","2006-02","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","5.0","0","0.0","1,0","6",",0","3",",0","1",",0","0",",0","0",",0","0","1,0","9","1,0","2","1,0","8","1,0","0","1,0","","","-5.6","1,0,19,","0",",,0,28,+","0",",,0,28,+","69.6",",,0,25,","30.6","1,0,17,","899.2","0","","","265.2","1,0","","","","","","","","","","","93.0",",,,0","0",",,,0","8.51","1,0","15.06","1,,,0","1.97","1,,,0"
"USC00413289","2006-03","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","38.3","0","33.3","1,0","6",",0","3",",0","2",",0","0",",0","0",",0","0","1,0","1","1,0","0","1,0","20","1,0","1","1,0","","","-0.6","1,0,24,","0",",,0,31,+","0",",,0,31,+","44.5",",,0,19,","35.6","1,0,02,","991.0","0","","","91.8","1,0","","","","","","","","","","","91.9",",,,0","0",",,,0","16.39","1,0","22.57","1,,,0","10.20","1,,,0"
"USC00413289","2006-04","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","132.5","0","94.2","4,0","3","3,0","3","3,0","2","3,0","0",",0","0",",0","0","4,0","0","4,0","0","4,0","25","4,0","5","4,0","","","5.6","4,0,09,","0",",,0,30,+","0",",,0,30,+","34.8","3,,0,20,","38.9","4,0,19,+","1002.9","0","","","11.9","4,0","","","","","","","","","","","81.0","3,,,0","0",",,,0","21.50","4,0","28.50","4,,,0","14.49","4,,,0"
"USC00413289","2006-05","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","309.6","0","177.1","5,0","4",",0","4",",0","0",",0","","","0","3,0","0","5,0","0","5,0","0","5,0","26","5,0","15","5,0","","","10.6","5,0,11,","","","0","3,,0,31,+","19.8",",,0,05,","37.2","5,0,20,","1003.1","0","","","0.2","5,0","","","","","","","","","","","45.7",",,,0","0","3,,,0","25.14","5,0","31.81","5,,,0","18.46","5,,,0"
"USC00413289","2006-06","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","591.1","0","281.5","2,0","3",",0","2",",0","1",",0","","","0","1,0","0","2,0","0","2,0","0","2,0","28","2,0","27","2,0","","","15.6","2,0,27,","","","0","1,,0,30,+","39.1",",,0,18,","38.9","2,0,07,","1003.1","0","","","0.0","2,0","","","","","","","","","","","47.2",",,,0","0","1,,,0","28.39","2,0","35.66","2,,,0","21.11","2,,,0"
"USC00413289","2006-07","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","948.7","0","357.6","3,0","4",",0","2",",0","0",",0","0",",0","0","1,0","0","3,0","0","3,0","0","3,0","28","3,0","27","3,0","","","20.0","3,0,07,","0",",,0,31,+","0","1,,0,31,+","12.7",",,0,05,","42.2","3,0,19,+","0.0","0","","","0.0","3,0","","","","","","","","","","","25.5",",,,0","0","1,,,0","31.10","3,0","37.76","3,,,0","24.45","3,,,0"
"USC00413289","2006-08","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","1368.1","0","419.4","1,0","2","2,0","0","2,0","0","2,0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","28","1,0","","","17.8","1,0,30,","0",",,0,31,+","0",",,0,31,+","2.3","2,,0,29,","42.2","1,0,18,+","0.0","0","","","0.0","1,0","","","","","","","","","","","31.6",",a,,0","0",",,,0","32.31","1,0","39.41","1,,,0","25.21","1,,,0"
"USC00413289","2006-09","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","1562.7","0","194.6",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","","","10.6",",0,29,+","0",",,0,30,+","0",",,0,30,+","17.5",",,0,05,","38.9",",0,02,","0.5","0","","","0.5",",0","","","","","","","","","","","47.7",",,,0","0",",,,0","24.80",",0","31.99",",,,0","17.62",",,,0"
"USC00413289","2006-10","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","1640.9","0","78.2","1,0","7","1,0","5","1,0","1","1,0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","25","1,0","7","1,0","","","2.8","1,0,24,+","0",",,0,31,+","0",",,0,31,+","30.0","1,,0,16,","36.1","1,0,03,","45.4","0","","","44.9","1,0","","","","","","","","","","","54.7","1,,,0","0",",,,0","19.44","1,0","26.78","1,,,0","12.10","1,,,0"
"USC00413289","2006-11","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","1659.1","0","18.2","1,0","3",",0","2",",0","2",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","16",",0","0",",0","","","-2.2","1,0,30,","0",",,0,30,+","0",",,0,30,+","44.7",",,0,30,","30.0",",0,10,+","176.2","0","","","130.8",",0","","","","","","","","","","","70.7",",,,0","0",",,,0","14.47","1,0","21.09",",,,0","7.84","1,,,0"
"USC00413289","2006-12","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","1661.9","0","2.8","5,0","5","2,0","3","2,0","1","2,0","0",",0","0",",0","0","4,0","11","4,0","1","5,0","5","5,0","0","5,0","","","-6.7","4,0,08,+","0",",,0,31,+","0",",,0,31,+","66.5","2,,0,30,","26.1","5,0,17,","414.8","0","","","238.6","5,0","","","","","","","","","","","101.6",",a,,0","0",",,,0","9.08","5,0","15.49","5,,,0","2.67","4,,,0"
"USC00413289","2007-01","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","0.0","0","0.0","2,0","7",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","17","1,0","5","2,0","0","2,0","0","2,0","","","-5.6","1,0,15,","0",",,0,31,+","0",",,0,31,+","23.6",",,0,04,","20.0","2,0,13,","790.6","0","","","375.8","2,0","","","","","","","","","","","85.9",",,,0","0",",,,0","5.33","2,0","10.17","2,,,0","0.49","1,,,0"
"USC00413289","2007-02","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","0.0","0","0.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","8",",0","0",",0","","","-10.0",",0,16,","0",",,0,28,+","0",",,0,28,+","7.1",",,0,02,","28.3",",0,23,","1075.0","0","","","284.4",",0","","","","","","","","","","","17.4",",,,0","0",",,,0","8.18",",0","14.90",",,,0","1.46",",,,0"
"USC00413289","2007-03","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","32.8","0","32.8","1,0","8","2,0","4","2,0","3","2,0","0",",0","0",",0","0","1,0","2","1,0","0","1,0","24","1,0","0","1,0","","","-1.7","1,0,05,+","0",",,0,31,+","0",",,0,31,+","71.6","2,,0,31,","28.3","1,0,10,","1143.0","0","","","68.0","1,0","","","","","","","","","","","189.3",",a,,0","0",",,,0","17.16","1,0","22.87","1,,,0","11.44","1,,,0"
"USC00413289","2007-04","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","57.5","0","24.7","3,0","5",",0","3",",0","1",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","20","3,0","0","3,0","","","1.7","3,0,08,","0",",,0,30,+","0",",,0,30,+","59.4",",,0,25,","31.1","3,0,04,","1233.2","0","","","90.2","3,0","","","","","","","","","","","80.3",",,,0","0",",,,0","15.91","3,0","22.13","3,,,0","9.69","3,,,0"
"USC00413289","2007-05","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","183.5","0","126.0","3,0","13","2,0","9","2,0","2","2,0","0",",0","0","1,0","0","2,0","0","2,0","0","3,0","28","3,0","0","3,0","","","12.2","2,0,17,","0",",,0,31,+","0","1,,0,31,+","38.4","2,,0,26,","30.6","3,0,16,+","1233.2","0","","","0.0","3,0","","","","","","","","","","","156.3",",a,,0","0","1,,,0","22.79","3,0","27.28","3,,,0","18.31","2,,,0"
"USC00413289","2007-06","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","398.1","0","214.6","2,0","13","2,0","10","2,0","3","2,0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","28","2,0","9","2,0","","","17.2","2,0,05,","0",",,0,30,+","0",",,0,30,+","68.8","2,,0,27,","35.0","2,0,14,","1233.2","0","","","0.0","2,0","","","","","","","","","","","270.9",",a,,0","0",",,,0","26.00","2,0","30.83","2,,,0","21.16","2,,,0"
"USC00413289","2007-07","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","665.5","0","267.4","1,0","13",",0","7",",0","1",",0","","","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","19","1,0","","","19.4","1,0,25,","","","0",",,0,31,+","36.3",",,0,03,","35.6","1,0,31,","0.0","0","","","0.0","1,0","","","","","","","","","","","120.9",",,,0","0",",,,0","27.25","1,0","32.10","1,,,0","22.39","1,,,0"
"USC00413289","2007-08","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","995.7","0","330.2","2,0","5","1,0","2","1,0","0","1,0","","","0","2,0","0","2,0","0","2,0","0","2,0","29","2,0","28","2,0","","","22.2","2,0,30,","","","0","2,,0,31,+","21.1","1,,0,02,","39.4","2,0,15,+","0.0","0","","","0.0","2,0","","","","","","","","","","","28.3","1,,,0","0","2,,,0","29.72","2,0","35.41","2,,,0","24.03","2,,,0"
"USC00413289","2007-09","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","1222.8","0","227.1","1,0","4",",0","4",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","16","1,0","","","16.7","1,0,12,","0",",,0,30,+","0",",,0,30,+","30.5",",,0,11,","34.4","1,0,28,","0.0","0","","","0.0","1,0","","","","","","","","","","","63.6",",,,0","0",",,,0","26.16","1,0","31.53","1,,,0","20.79","1,,,0"
"USC00413289","2007-10","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","1342.6","0","119.8",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","8",",0","","","3.3",",0,27,+","0",",,0,31,+","0",",,0,31,+","18.0",",,0,22,","35.0",",0,02,","46.5","0","","","46.5",",0","","","","","","","","","","","32.8",",,,0","0",",,,0","20.70",",0","27.49",",,,0","13.91",",,,0"
"USC00413289","2007-11","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","1373.7","0","31.1","1,0","5","2,0","2","2,0","1","2,0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","18","1,0","0","1,0","","","1.1","1,0,23,","0",",,0,30,+","0",",,0,30,+","35.8","2,,0,25,","28.9","1,0,10,+","163.2","0","","","116.7","1,0","","","","","","","","","","","42.8",",a,,0","0",",,,0","15.38","1,0","21.11","1,,,0","9.65","1,,,0"
"USC00413289","2007-12","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","1378.1","0","4.4","1,0","8","2,0","3","2,0","0","2,0","0",",0","0",",0","0","1,0","9","1,0","0","1,0","6","1,0","0","1,0","","","-3.9","1,0,23,","0",",,0,31,+","0",",,0,31,+","20.8","2,,0,13,","28.3","1,0,08,","463.9","0","","","300.7","1,0","","","","","","","","","","","55.9",",a,,0","0",",,,0","8.46","1,0","14.67","1,,,0","2.25","1,,,0"
"USC00413289","2008-01","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","2.2","0","2.2","1,0","5",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","20","1,0","0","1,0","3","1,0","0","1,0","","","-6.7","1,0,20,","0",",,0,31,+","0",",,0,31,+","4.8",",,0,25,","26.1","1,0,06,","819.9","0","","","356.0","1,0","","","","","","","","","","","8.2",",,,0","0",",,,0","6.54","1,0","13.03","1,,,0","0.05","1,,,0"
"USC00413289","2008-02","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","8.3","0","6.1",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","10",",0","0",",0","","","-3.9",",0,01,","0",",,0,29,+","0",",,0,29,+","17.8",",,0,17,","31.7",",0,26,","1059.4","0","","","239.5",",0","","","","","","","","","","","44.6",",,,0","0",",,,0","10.28",",0","17.64",",,,0","2.93",",,,0"
"USC00413289","2008-03","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","","","","","3","3,0","3","3,0","1","3,0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","50.8","3,,0,19,","","","","","","","","","","","","","","","","","","","124.2",",a,,0","0",",,,0","","","","","",""
"USC00413289","2008-04","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","","","38.7","4,0","9",",0","7",",0","2",",0","0",",0","0",",0","0","4,0","0","4,0","0","3,0","20","3,0","0","3,0","","","2.2","4,0,15,+","0",",,0,30,+","0",",,0,30,+","41.4",",,0,18,","31.1","3,0,23,","","","","","53.5","3,0","","","","","","","","","","","136.3",",,,0","0",",,,0","17.85","4,0","24.49","3,,,0","11.21","4,,,0"
"USC00413289","2008-05","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","","","139.8","3,0","6",",0","4",",0","0",",0","0","2,0","0",",0","0","3,0","0","3,0","0","2,0","29","2,0","8","2,0","","","8.9","3,0,04,","0","2,,0,31,+","0",",,0,31,+","25.1",",,0,06,","35.6","2,0,20,","","","","","5.8","2,0","","","","","","","","","","","61.5",",,,0","0",",,,0","23.17","3,0","28.76","2,,,0","17.58","3,,,0"
"USC00413289","2008-06","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","","","296.9","2,0","5",",0","4",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","2,0","28","2,0","26","2,0","","","19.4","1,0,22,","0",",,0,30,+","0",",,0,30,+","40.6",",,0,29,","37.8","2,0,17,+","","","","","0.0","2,0","","","","","","","","","","","86.6",",,,0","0",",,,0","28.89","2,0","34.39","2,,,0","23.40","1,,,0"
"USC00413289","2008-07","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","","","352.2","2,0","3",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","0","2,0","29","2,0","28","2,0","","","20.0","1,0,01,","0",",,0,31,+","0","1,,0,31,+","2.3",",,0,31,","41.1","2,0,29,","0.0","0","","","0.0","2,0","","","","","","","","","","","3.8",",,,0","0","1,,,0","30.46","2,0","36.73","2,,,0","24.20","1,,,0"
"USC00413289","2008-08","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","","","326.5","1,0","7",",0","3",",0","2",",0","","","0","1,0","0","1,0","0","1,0","0","1,0","30","1,0","24","1,0","","","20.0","1,0,17,+","","","0","1,,0,31,+","47.2",",,0,15,","41.7","1,0,04,","0.0","0","","","0.0","1,0","","","","","","","","","","","103.4",",,,0","0","1,,,0","29.22","1,0","35.23","1,,,0","23.20","1,,,0"
"USC00413289","2008-09","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","","","176.8","1,0","6",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","14","1,0","","","10.6","1,0,16,","0",",,0,30,+","0",",,0,30,+","9.9",",,0,11,","35.0","1,0,08,","0.2","0","","","0.2","1,0","","","","","","","","","","","29.0",",,,0","0",",,,0","24.42","1,0","30.76","1,,,0","18.09","1,,,0"
"USC00413289","2008-10","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","","","63.7","4,0","3",",0","3",",0","0",",0","","","0","2,0","0","4,0","0","4,0","0","4,0","25","4,0","2","4,0","","","1.7","4,0,29,+","","","0","2,,0,31,+","15.7",",,0,06,","33.9","4,0,04,","38.2","0","","","38.0","4,0","","","","","","","","","","","38.5",",,,0","0","2,,,0","19.28","4,0","26.66","4,,,0","11.90","4,,,0"
"USC00413289","2008-11","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","","","16.5","2,0","4","2,0","2","2,0","1","2,0","0",",0","0",",0","0","1,0","1","1,0","0","2,0","19","2,0","0","2,0","1","","0.0","1,0,21,","0",",,0,30,+","0",",,0,30,+","86.4","2,,0,11,","30.0","2,0,03,","163.6","0","","","125.4","2,0","","","","","","","","","","","103.2",",a,,0","0",",,,0","14.43","2,0","21.53","2,,,0","7.33","1,,,0"
"USC00413289","2008-12","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","","","0.9","2,0","5",",0","2",",0","0",",0","0",",0","0",",0","0","2,0","18","2,0","1","2,0","6","2,0","0","2,0","","","-6.7","2,0,22,+","0",",,0,31,+","0",",,0,31,+","20.3",",,0,28,","26.1","2,0,15,","477.2","0","","","313.6","2,0","","","","","","","","","","","28.5",",,,0","0",",,,0","7.55","2,0","14.66","2,,,0","0.44","2,,,0"
"USC00413289","2009-02","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","","","","","2",",0","2",",0","0",",0","0","1,0","0",",0","","","","","","","","","","","","","","","0","1,,0,28,+","0",",,0,28,+","12.4",",,0,09,","","","","","","","","","","","","","","","","","","","19.3",",,,0","0",",,,0","","","","","",""
"USC00413289","2009-03","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","","","","","8",",0","5",",0","2",",0","0","1,0","0",",0","","","","","","","","","","","","","","","0","1,,0,31,+","0",",,0,31,+","73.7",",,0,14,","","","","","","","","","","","","","","","","","","","147.6",",,,0","0",",,,0","","","","","",""
"USC00413289","2009-04","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","","","","","5","3,0","4","3,0","1","3,0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","25.9","3,,0,12,","","","","","","","","","","","","","","","","","","","73.8","1,a,,0","0",",,,0","","","","","",""
"USC00413289","2009-05","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","","","","","","","","","","","","","","","","","","","","","194.1","2,a,,0","0",",,,0","","","","","",""
"USC00413289","2009-06","32.8472","-97.4761","187.5","FORT WORTH NATURE CENTER, TX US","","","267.6","3,0","5","2,0","4","2,0","2","2,0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","27","3,0","20","3,0","","","15.0","3,0,05,","0",",,0,30,+","0",",,0,30,+","70.4","2,,0,11,","40.0","3,0,28,","","","","","0.0","3,0","","","","","","","","","","","140.1","2,,,0","0",",,,0","28.24","3,0","34.01","3,,,0","22.48","3,,,0"
