"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00253012","1918-06","41.316667","-95.95","327.7","FORT OMAHA, NE US","","","163.0",",6","10",",6","7",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","10",",6","11.1",",6,07,","","","","","13.7",",,6,14,","40.0",",6,15,","","","0.0",",6","53.9",",,,6","","","23.77",",6","29.89",",,,6","17.64",",,,6","",""
"USC00253012","1918-07","41.316667","-95.95","327.7","FORT OMAHA, NE US","","","168.4","1,6","9",",6","4",",6","2",",6","","","","","0","1,6","0","1,6","0",",6","31",",6","9",",6","11.7","1,6,01,","","","","","32.3",",,6,17,","36.7",",6,27,+","0.0","6","0.0",",6","70.6",",,,6","","","24.04","1,6","30.07",",,,6","18.00","1,,,6","",""
"USC00253012","1918-08","41.316667","-95.95","327.7","FORT OMAHA, NE US","","","223.3","1,6","8",",6","4",",6","0",",6","","","","","0",",6","0",",6","0","1,6","30","1,6","16","1,6","9.4",",6,31,","","","","","13.0",",,6,11,","43.3","1,6,03,","1.4","6","1.4","1,6","34.0",",,,6","","","25.77","1,6","32.48","1,,,6","19.07",",,,6","",""
"USC00253012","1918-09","41.316667","-95.95","327.7","FORT OMAHA, NE US","","","12.8","1,6","7",",6","3",",6","0",",6","","","","","0","1,6","0","1,6","0",",6","21",",6","1",",6","1.1","1,6,21,","","","","","7.9",",,6,30,","33.9",",6,13,","86.4","6","85.0",",6","28.6",",,,6","","","15.93","1,6","22.98",",,,6","8.89","1,,,6","",""
"USC00253012","1918-10","41.316667","-95.95","327.7","FORT OMAHA, NE US","","","8.8","2,6","11",",6","6",",6","2",",6","","","","","0",",6","3",",6","0","2,6","15","2,6","0","2,6","-1.7",",6,31,","","","","","43.7",",,6,26,","31.1","2,6,03,","228.1","6","141.7","2,6","121.1",",,,6","","","13.59","2,6","19.38","2,,,6","7.79",",,,6","",""
"USC00253012","1918-11","41.316667","-95.95","327.7","FORT OMAHA, NE US","","","","","9",",6","5",",6","1",",6","","","1",",6","0","5,6","11","5,6","","","","","","","-9.4","5,6,24,","","","127",",,6,27,","34.8",",,6,16,","","","","","","","88.4",",,,6","145",",,,6","","","","","-0.56","5,,,6","",""
"USC00253012","1918-12","41.316667","-95.95","327.7","FORT OMAHA, NE US","","","0.0",",6","10",",6","3",",6","0",",6","1","5,6","1",",6","0",",6","18",",6","6",",6","0",",6","0",",6","-17.2",",6,31,","25","5,,6,31,","30",",,6,31,","10.9",",,6,20,","15.6",",6,08,+","","","531.6",",6","22.9",",,,6","43",",,,6","1.19",",6","5.21",",,,6","-2.84",",,,6","",""
"USC00253012","1919-01","41.316667","-95.95","327.7","FORT OMAHA, NE US","0.0","6","0.0",",6","2",",6","0",",6","0",",6","8",",6","0",",6","5",",6","30",",6","6",",6","0",",6","0",",6","-27.8",",6,03,","51",",,6,06,+","20",",,6,03,","2.0",",,6,03,","15.0",",6,29,","","","604.9",",6","2.3",",,,6","23",",,,6","-1.18",",6","4.06",",,,6","-6.43",",,,6","",""
"USC00253012","1919-02","41.316667","-95.95","327.7","FORT OMAHA, NE US","0.0","6","0.0",",6","11",",6","4",",6","0",",6","4",",6","1",",6","1",",6","26",",6","11",",6","0",",6","0",",6","-19.4",",6,28,","127",",,6,20,","130",",,6,20,","22.4",",,6,13,","13.9",",6,11,","","","584.6",",6","60.1",",,,6","197",",,,6","-2.55",",6","1.98",",,,6","-7.08",",,,6","",""
"USC00253012","1919-03","41.316667","-95.95","327.7","FORT OMAHA, NE US","0.0","6","0.0",",6","6",",6","2",",6","0",",6","0",",6","1",",6","0",",6","17",",6","2",",6","1",",6","0",",6","-16.1",",6,01,","0",",T,6,08,+","30",",,6,06,","14.0",",,6,14,","23.9",",6,29,","","","439.0",",6","20.3",",,,6","33",",,,6","4.17",",6","9.63",",,,6","-1.28",",,,6","",""
"USC00253012","1919-04","41.316667","-95.95","327.7","FORT OMAHA, NE US","0.0","6","0.0",",6","11",",6","10",",6","2",",6","","","0",",6","0",",6","2",",6","0",",6","4",",6","0",",6","-1.7",",6,24,","","","10",",,6,09,","31.2",",,6,06,","23.3",",6,06,","","","265.3",",6","140.7",",,,6","10",",,,6","9.49",",6","13.78",",,,6","5.20",",,,6","",""
"USC00253012","1919-05","41.316667","-95.95","327.7","FORT OMAHA, NE US","21.6","6","21.6",",6","8",",6","5",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","14",",6","0",",6","4.4",",6,02,","","","0",",,6,31,+","14.7",",,6,31,","29.4",",6,30,","","","101.0",",6","47.0",",,,6","0",",,,6","15.77",",6","20.92",",,,6","10.63",",,,6","",""
"USC00253012","1919-06","41.316667","-95.95","327.7","FORT OMAHA, NE US","167.6","6","146.0",",6","10",",6","6",",6","2",",6","","","","","0",",6","0",",6","0",",6","24",",6","3",",6","8.9",",6,02,","","","","","33.0",",,6,10,+","35.6",",6,23,","","","27.2",",6","103.6",",,,6","","","22.30",",6","26.47",",,,6","18.12",",,,6","",""
"USC00253012","1919-07","41.316667","-95.95","327.7","FORT OMAHA, NE US","400.3","6","232.7",",6","4",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","21",",6","11.1",",6,21,+","","","0",",,6,31,+","10.7",",,6,08,","37.8",",6,27,+","0.0","6","0.0",",6","23.4",",,,6","0",",,,6","25.84",",6","33.27",",,,6","18.41",",,,6","",""
"USC00253012","1919-08","41.316667","-95.95","327.7","FORT OMAHA, NE US","528.1","6","127.8",",6","5",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","5",",6","10.0",",6,30,","","","0",",,6,31,+","13.2",",,6,28,","36.7",",6,03,","3.3","6","3.3",",6","24.6",",,,6","0",",,,6","22.35",",6","27.62",",,,6","17.07",",,,6","",""
"USC00253012","1919-09","41.316667","-95.95","327.7","FORT OMAHA, NE US","631.5","6","103.4",",6","6",",6","6",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","24",",6","5",",6","6.7",",6,23,","","","0",",,6,30,+","89.9",",,6,18,","35.6",",6,09,","26.4","6","23.1",",6","127.9",",,,6","0",",,,6","21.01",",6","26.15",",,,6","15.87",",,,6","",""
"USC00253012","1919-10","41.316667","-95.95","327.7","FORT OMAHA, NE US","644.3","6","12.8",",6","5",",6","4",",6","0",",6","","","0",",6","0",",6","7",",6","1",",6","5",",6","0",",6","-6.1",",6,28,","","","0",",T,6,27,","21.6",",,6,09,","29.4",",6,01,","306.9","6","280.5",",6","52.1",",,,6","0",",T,,6","9.70",",6","14.35",",,,6","5.05",",,,6","",""
"USC00253012","1919-11","41.316667","-95.95","327.7","FORT OMAHA, NE US","644.3","6","0.0",",6","5",",6","5",",6","1",",6","","","3",",6","0",",6","19",",6","7",",6","0",",6","0",",6","-16.7",",6,30,+","","","107",",,6,28,","33.3",",,6,09,","15.0",",6,24,+","824.2","6","517.3",",6","56.9",",,,6","191",",,,6","1.09",",6","5.82",",,,6","-3.64",",,,6","",""
"USC00253012","1919-12","41.316667","-95.95","327.7","FORT OMAHA, NE US","644.3","6","0.0","3,6","8",",6","4",",6","0",",6","","","3",",6","7","2,6","29","2,6","18","2,6","0","2,6","0","2,6","-29.4","2,6,10,","","","112",",,6,07,","5.6",",,6,06,","8.9","2,6,30,","1526.5","6","702.3","2,6","21.5",",,,6","201",",,,6","-6.82","3,6","-2.68","2,,,6","-10.95","2,,,6","",""
"USC00253012","1920-01","41.316667","-95.95","327.7","FORT OMAHA, NE US","0.0","6","0.0",",6","9",",6","1",",6","0",",6","","","1",",6","0",",6","31",",6","20",",6","0",",6","0",",6","-17.2",",6,09,","","","38",",,6,06,","3.8",",,6,06,","10.6",",6,29,","2271.7","6","745.2",",6","8.3",",,,6","75",",,,6","-5.70",",6","-1.92",",,,6","-9.49",",,,6","",""
"USC00253012","1920-02","41.316667","-95.95","327.7","FORT OMAHA, NE US","0.0","6","0.0",",6","","","","","","","","","1",",6","2",",6","27",",6","11",",6","0",",6","0",",6","-20.6",",6,16,","","","81",",,6,05,","","","10.0",",6,16,","2848.0","6","576.3",",6","","","122",",,,6","-1.54",",6","2.21",",,,6","-5.29",",,,6","",""
"USC00253012","1920-03","41.316667","-95.95","327.7","FORT OMAHA, NE US","0.0","6","0.0",",6","5",",6","2",",6","0",",6","","","0",",6","2",",6","18",",6","4",",6","5",",6","0",",6","-20.0",",6,07,","","","8",",,6,03,","9.1",",,6,03,","26.1",",6,31,","3269.5","6","421.5",",6","15.3",",,,6","8",",,,6","4.74",",6","11.14",",,,6","-1.67",",,,6","",""
"USC00253012","1920-04","41.316667","-95.95","327.7","FORT OMAHA, NE US","0.0","6","0.0",",6","13",",6","8",",6","1",",6","","","2",",6","0",",6","14",",6","2",",6","1",",6","0",",6","-7.8",",6,05,+","","","109",",,6,03,","25.4",",,6,25,","21.1",",6,21,","3637.7","6","368.2",",6","96.8",",,,6","173",",,,6","6.06",",6","10.39",",,,6","1.72",",,,6","",""
"USC00253012","1920-05","41.316667","-95.95","327.7","FORT OMAHA, NE US","16.9","6","16.9",",6","10",",6","8",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","16",",6","0",",6","3.9",",6,14,","","","0",",,6,31,+","14.5",",,6,22,","28.9",",6,22,","3742.4","6","104.7",",6","65.8",",,,6","0",",,,6","15.50",",6","20.21",",,,6","10.79",",,,6","",""
"USC00253012","1920-06","41.316667","-95.95","327.7","FORT OMAHA, NE US","144.7","6","127.8",",6","","","","","","","","","0",",6","0",",6","0",",6","0",",6","23",",6","10",",6","7.8",",6,05,","","","0",",,6,30,+","","","35.0",",6,13,","3764.9","6","22.5",",6","","","0",",,,6","21.85",",6","26.95",",,,6","16.74",",,,6","",""
"USC00253012","1920-07","41.316667","-95.95","327.7","FORT OMAHA, NE US","295.3","6","150.6",",6","10",",6","6",",6","2",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","9",",6","12.2",",6,08,","","","0",",,6,31,+","38.6",",,6,01,","35.0",",6,22,+","0.8","6","0.8",",6","113.7",",,,6","0",",,,6","23.16",",6","28.64",",,,6","17.69",",,,6","",""
"USC00253012","1920-08","41.316667","-95.95","327.7","FORT OMAHA, NE US","","","","","8",",6","5",",6","2",",6","","","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","44.7",",,6,18,","","","","","","","109.8",",,,6","0",",,,6","","","","","","","",""
"USC00253012","1920-12","41.316667","-95.95","327.7","FORT OMAHA, NE US","","","0.0","5,6","4",",6","2",",6","0",",6","11","1,6","1",",6","26","3,6","28","3,6","29","2,6","0","2,6","0","2,6","-32.2","3,6,24,","178","1,,6,22,+","183",",,6,21,","13.7",",,6,21,","-11.1","2,6,05,","","","958.5","2,6","25.2",",,,6","205",",,,6","-18.92","5,6","-16.32","2,,,6","-21.52","3,,,6","",""
"USC00253012","1921-01","41.316667","-95.95","327.7","FORT OMAHA, NE US","0.0","","0.0","1,6","7",",6","2",",6","0",",6","8",",6","3",",6","28",",6","31",",6","30","1,6","0","1,6","0","1,6","-25.6",",6,17,+","76",",,6,14,","61",",,6,13,","7.6",",,6,13,","-10.0","1,6,20,+","","","1101.6","1,6","16.3",",,,6","119",",,,6","-18.41","1,6","-16.33","1,,,6","-20.48",",,,6","",""
"USC00253012","1921-02","41.316667","-95.95","327.7","FORT OMAHA, NE US","0.0","","0.0","1,6","7",",6","4",",6","0",",6","6",",6","3",",6","0","1,6","21","1,6","6",",6","1",",6","0",",6","-11.7","1,6,19,+","152",",,6,08,+","107",",,6,06,","11.4",",,6,06,","22.2",",6,15,","","","458.0",",6","35.1",",,,6","267",",,,6","1.31","1,6","5.97",",,,6","-3.35","1,,,6","",""
"USC00253012","1921-03","41.316667","-95.95","327.7","FORT OMAHA, NE US","7.2","","7.2",",6","3",",6","1",",6","1",",6","0","1,6","0",",6","0",",6","16",",6","1",",6","5",",6","0",",6","-10.0",",6,09,","0","1,,6,31,+","0",",T,6,31,+","35.6",",,6,25,","29.4",",6,18,","","","364.0",",6","37.4",",,,6","0",",T,,6","6.82",",6","13.04",",,,6","0.61",",,,6","",""
"USC00253012","1921-04","41.316667","-95.95","327.7","FORT OMAHA, NE US","20.8","","13.6",",6","10",",6","8",",6","0",",6","","","0",",6","0",",6","4",",6","0",",6","8",",6","0",",6","-3.9",",6,10,","","","0",",T,6,09,","12.2",",,6,15,","31.1",",6,03,","","","202.5",",6","50.6",",,,6","0",",T,,6","12.04",",6","17.66",",,,6","6.41",",,,6","",""
"USC00253012","1921-05","41.316667","-95.95","327.7","FORT OMAHA, NE US","109.7","","88.9",",6","11",",6","6",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","19",",6","6",",6","1.7",",6,03,","","","0",",,6,31,+","29.7",",,6,08,","33.9",",6,23,","","","97.6",",6","76.4",",,,6","0",",,,6","18.05",",6","23.54",",,,6","12.56",",,,6","",""
"USC00253012","1921-06","41.316667","-95.95","327.7","FORT OMAHA, NE US","286.5","","176.8",",6","7",",6","7",",6","1",",6","","","","","0",",6","0",",6","0",",6","29",",6","7",",6","13.3",",6,04,+","","","","","40.9",",,6,09,","35.6",",6,28,","","","2.0",",6","100.7",",,,6","","","24.16",",6","29.21",",,,6","19.11",",,,6","",""
"USC00253012","1921-07","41.316667","-95.95","327.7","FORT OMAHA, NE US","499.3","","212.8",",6","","","","","","","","","","","0",",6","0",",6","0",",6","31",",6","8",",6","16.1",",6,31,","","","","","","","34.4",",6,10,+","0.0","","0.0",",6","","","","","25.20",",6","30.17",",,,6","20.22",",,,6","",""
"USC00253012","1921-08","41.316667","-95.95","327.7","FORT OMAHA, NE US","658.5","","159.2",",6","8",",6","5",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","9",",6","11.7",",6,07,","","","","","33.0",",,6,10,","36.1",",6,25,+","0.5","","0.5",",6","73.8",",,,6","","","23.45",",6","29.13",",,,6","17.78",",,,6","",""
"USC00253012","1921-10","41.316667","-95.95","327.7","FORT OMAHA, NE US","","","8.1",",6","5",",6","2",",6","1",",6","","","0",",6","0",",6","2",",6","0",",6","14",",6","0",",6","-0.6",",6,13,","","","0",",,6,31,+","38.9",",,6,29,","30.6",",6,09,+","","","143.9",",6","51.7",",,,6","0",",,,6","13.95",",6","20.31",",,,6","7.59",",,,6","",""
