"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00122825","1893-12","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","","","0.0","2,6","7","1,6","6","1,6","0","1,6","","","","","0","1,6","24","1,6","7","1,6","0","1,6","0","1,6","","","","","-12.2","1,6,04,","","","","","15.5","1,,6,02,","17.8","1,6,24,","","","","","","","","","","","","","513.4","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.6","1,,,6","","","0.65","2,6","4.99","1,,,6","-3.69","1,,,6","",""
"USC00122825","1894-01","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","0.0","6","0.0","1,6","6",",6","4",",6","0",",6","","","","","2","1,6","20","1,6","4",",6","0",",6","0",",6","","","","","-21.1","1,6,24,","","","","","20.6",",,6,04,","13.9",",6,20,","","","","","","","","","","","","","530.4",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.6",",,,6","","","0.72","1,6","5.13",",,,6","-3.69","1,,,6","",""
"USC00122825","1894-02","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","0.0","6","0.0","2,6","9",",6","5",",6","1",",6","","","3",",6","0","1,6","23","1,6","10","1,6","0","1,6","0","1,6","","","","","-15.0","1,6,15,","","","305",",,6,12,","38.1",",,6,08,","15.6","1,6,09,","","","","","","","","","","","","","529.4","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.5",",,,6","407",",,,6","-2.00","2,6","2.90","1,,,6","-6.90","1,,,6","",""
"USC00122825","1894-03","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","1.7","6","1.7",",6","7",",6","7",",6","0",",6","","","2",",6","0",",6","12",",6","2",",6","5",",6","0",",6","","","","","-9.4",",6,25,","","","76",",,6,29,","13.2",",,6,06,","26.1",",6,21,","","","","","","","","","","","","","326.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.0",",,,6","101",",,,6","7.87",",6","13.19",",,,6","2.55",",,,6","",""
"USC00122825","1894-04","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","13.1","6","11.4",",6","6",",6","5",",6","0",",6","","","0",",6","0",",6","6",",6","0",",6","10",",6","0",",6","","","","","-2.2",",6,01,","","","13",",,6,10,","19.8",",,6,08,","28.3",",6,28,","","","","","","","","","","","","","222.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.6",",,,6","13",",,,6","11.31",",6","17.07",",,,6","5.56",",,,6","",""
"USC00122825","1894-05","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","43.4","6","30.3",",6","13",",6","12",",6","0",",6","","","","","0",",6","0",",6","0",",6","20",",6","0",",6","","","","","1.1",",6,18,","","","","","20.8",",,6,10,","29.4",",6,14,","","","","","","","","","","","","","113.4",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.6",",,,6","","","15.65",",6","21.30",",,,6","10.00",",,,6","",""
"USC00122825","1894-06","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","","","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","24.6",",,6,26,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.2",",,,6","","","","","","","","","",""
"USC00122825","1894-07","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","","","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","5.3",",,6,13,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.9",",,,6","","","","","","","","","",""
"USC00122825","1894-08","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","","","113.8",",6","4",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","5",",6","","","","","6.1",",6,03,","","","","","24.1",",,6,26,","35.0",",6,09,","","","","","","","","","","","","","7.2",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.1",",,,6","","","21.77",",6","28.82",",,,6","14.73",",,,6","",""
"USC00122825","1894-09","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","","","79.3",",6","8",",6","7",",6","0",",6","","","","","0",",6","0",",6","0",",6","23",",6","1",",6","","","","","1.7",",6,30,+","","","","","18.3",",,6,13,","32.2",",6,03,","","","","","","","","","","","","","58.2",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.7",",,,6","","","19.04",",6","24.90",",,,6","13.17",",,,6","",""
"USC00122825","1894-10","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","","","5.6",",6","5",",6","5",",6","1",",6","","","","","0",",6","3",",6","0",",6","10",",6","0",",6","","","","","-2.8",",6,14,","","","","","61.2",",,6,02,","26.1",",6,20,+","","","","","","","","","","","","","197.3",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.7",",,,6","","","12.15",",6","17.65",",,,6","6.64",",,,6","",""
"USC00122825","1894-11","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","","","0.0",",6","9","2,6","8","2,6","0","2,6","","","3",",6","0",",6","22",",6","2",",6","0",",6","0",",6","","","","","-7.2",",6,28,+","","","89",",,6,07,","24.1","2,,6,29,","18.9",",6,02,","","","","","","","","","","","","","449.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.5","2,,,6","204",",,,6","3.37",",6","7.64",",,,6","-0.91",",,,6","",""
"USC00122825","1894-12","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","","","0.0",",6","4",",6","3",",6","0",",6","","","","","0",",6","21",",6","6",",6","0",",6","0",",6","","","","","-16.7",",6,28,","","","","","24.6",",,6,12,","15.6",",6,08,","","","","","","","","","","","","","518.1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.7",",,,6","","","1.62",",6","5.63",",,,6","-2.39",",,,6","",""
"USC00122825","1895-01","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","0.0","6","0.0",",6","9",",6","6",",6","0",",6","","","5",",6","3",",6","29",",6","17",",6","0",",6","0",",6","","","","","-23.3",",6,11,","","","152",",,6,10,","20.3",",,6,06,","13.3",",6,21,","","","","","","","","","","","","","722.8",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.1",",,,6","356",",,,6","-4.98",",6","-0.11",",,,6","-9.86",",,,6","",""
"USC00122825","1895-02","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","0.0","6","0.0","2,6","4",",6","3",",6","0",",6","","","","","10","1,6","25","1,6","13","1,6","0","1,6","0","1,6","","","","","-24.4","1,6,07,","","","","","17.3",",,6,28,","18.3","1,6,28,","","","","","","","","","","","","","661.4","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.5",",,,6","","","-6.81","2,6","-1.24","1,,,6","-12.38","1,,,6","",""
"USC00122825","1895-03","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","0.0","6","0.0",",6","4","3,6","4","3,6","0","3,6","","","2",",6","0",",6","20",",6","3",",6","2",",6","0",",6","","","","","-10.6",",6,14,","","","38",",,6,06,","6.6","3,,6,31,","25.6",",6,29,","","","","","","","","","","","","","478.3",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8","3,,,6","102",",,,6","2.90",",6","8.05",",,,6","-2.24",",,,6","",""
"USC00122825","1895-04","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","4.5","6","4.5",",6","","","","","","","","","","","0",",6","4",",6","0",",6","9",",6","0",",6","","","","","-3.3",",6,02,","","","","","","","27.2",",6,30,+","","","","","","","","","","","","","205.8",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.62",",6","17.89",",,,6","5.35",",,,6","",""
"USC00122825","1895-05","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","78.7","6","74.2",",6","4",",6","4",",6","0",",6","","","","","0",",6","3",",6","0",",6","21",",6","3",",6","","","","","-0.6",",6,20,","","","","","12.7",",,6,06,","33.9",",6,31,","","","","","","","","","","","","","115.8",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.6",",,,6","","","16.99",",6","23.43",",,,6","10.55",",,,6","",""
"USC00122825","1895-06","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","203.8","6","125.1",",6","7",",6","5",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","4",",6","","","","","7.2",",6,07,","","","","","61.0",",,6,26,","35.6",",6,03,","","","","","","","","","","","","","7.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119.2",",,,6","","","22.27",",6","28.89",",,,6","15.65",",,,6","",""
"USC00122825","1895-07","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","321.0","6","117.2",",6","6",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","3",",6","","","","","6.7",",6,30,","","","","","6.6",",,6,20,","33.9",",6,19,","","","8.3","6","","","","","","","","","8.3",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4",",,,6","","","21.85",",6","28.21",",,,6","15.48",",,,6","",""
"USC00122825","1895-08","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","461.2","6","140.2",",6","4",",6","4",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","7",",6","","","","","6.7",",6,01,","","","","","36.8",",,6,29,","34.4",",6,16,","","","12.3","6","","","","","","","","","4.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.2",",,,6","","","22.72",",6","29.55",",,,6","15.90",",,,6","",""
"USC00122825","1895-09","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","562.6","6","101.4",",6","4",",6","4",",6","2",",6","","","","","0",",6","1",",6","0",",6","25",",6","1",",6","","","","","-1.1",",6,30,","","","","","48.0",",,6,04,","32.2",",6,12,","","","59.9","6","","","","","","","","","47.6",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.3",",,,6","","","20.13",",6","25.98",",,,6","14.27",",,,6","",""
"USC00122825","1895-10","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","","","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","17.3",",,6,10,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3",",,,6","","","","","","","","","",""
"USC00122825","1895-11","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","","","0.0","2,6","8",",6","8",",6","3",",6","","","0",",6","0","1,6","16","1,6","0","1,6","3","1,6","0","1,6","","","","","-8.9","1,6,26,+","","","0",",,6,30,+","49.8",",,6,08,","23.9","1,6,06,","","","","","","","","","","","","","349.6","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152.2",",,,6","0",",,,6","5.65","2,6","10.77","1,,,6","0.52","1,,,6","",""
"USC00122825","1895-12","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","","","0.0",",6","8",",6","5",",6","1",",6","","","","","0",",6","22",",6","10",",6","0",",6","0",",6","","","","","-12.8",",6,12,","","","","","30.5",",,6,30,","17.2",",6,24,+","","","","","","","","","","","","","539.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.1",",,,6","","","0.92",",6","5.01",",,,6","-3.16",",,,6","",""
"USC00122825","1896-01","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","0.0","6","0.0","2,6","5","1,6","5","1,6","0","1,6","","","1",",6","3","1,6","25","1,6","8","1,6","0","1,6","0","1,6","","","","","-21.1","1,6,03,","","","25",",,6,02,","13.2","1,,6,23,","12.2","1,6,30,","","","","","","","","","","","","","561.9","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.0","1,,,6","38",",,,6","-1.27","2,6","2.48","1,,,6","-5.01","1,,,6","",""
"USC00122825","1896-02","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","0.0","6","0.0","2,6","","","","","","","","","","","2","1,6","24","1,6","5","1,6","0","1,6","0","1,6","","","","","-20.0","1,6,19,","","","","","","","17.8","1,6,27,","","","","","","","","","","","","","496.5","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.42","2,6","3.70","1,,,6","-4.54","1,,,6","",""
"USC00122825","1896-03","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","0.0","6","0.0",",6","9","2,6","9","2,6","0","2,6","","","","","0",",6","26",",6","5",",6","0",",6","0",",6","","","","","-16.7",",6,12,","","","","","14.0","2,,6,07,","17.2",",6,30,+","","","","","","","","","","","","","537.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.5","2,,,6","","","0.99",",6","5.51",",,,6","-3.54",",,,6","",""
"USC00122825","1896-04","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","39.5","6","39.5",",6","5",",6","5",",6","1",",6","","","0",",6","0",",6","5",",6","0",",6","18",",6","0",",6","","","","","-3.9",",6,06,+","","","0",",T,6,01,","29.2",",,6,20,","29.4",",6,18,+","","","","","","","","","","","","","145.9",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.8",",,,6","0",",T,,6","14.79",",6","20.42",",,,6","9.15",",,,6","",""
"USC00122825","1896-05","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","104.3","6","64.8",",6","7",",6","6",",6","3",",6","","","","","0",",6","0",",6","0",",6","29",",6","0",",6","","","","","8.9",",6,31,+","","","","","35.8",",,6,25,","31.7",",6,10,","","","","","","","","","","","","","12.3",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114.0",",,,6","","","20.03",",6","25.82",",,,6","14.24",",,,6","",""
"USC00122825","1896-06","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","180.2","6","75.9",",6","7",",6","7",",6","2",",6","","","","","0",",6","0",",6","0",",6","28",",6","0",",6","","","","","8.3",",6,10,","","","","","31.0",",,6,08,","31.1",",6,07,+","","","","","","","","","","","","","14.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115.2",",,,6","","","20.37",",6","25.95",",,,6","14.79",",,,6","",""
"USC00122825","1896-07","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","325.0","6","144.8",",6","10",",6","10",",6","5",",6","","","","","0",",6","0",",6","0",",6","30",",6","4",",6","","","","","9.4",",6,16,","","","","","92.5",",,6,24,","32.8",",6,27,","","","7.0","6","","","","","","","","","7.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300.7",",,,6","","","22.78",",6","28.26",",,,6","17.29",",,,6","",""
"USC00122825","1896-08","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","440.5","6","115.5",",6","5",",6","5",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","4",",6","","","","","8.3",",6,31,+","","","","","98.3",",,6,07,","33.3",",6,09,+","","","22.7","6","","","","","","","","","15.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","218.9",",,,6","","","21.55",",6","27.12",",,,6","15.99",",,,6","",""
"USC00122825","1896-09","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","","","","","5",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","104.1",",,6,30,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157.2",",,,6","","","","","","","","","",""
"USC00122825","1896-10","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","","","0.8","3,6","4","1,6","2","1,6","0","1,6","","","0",",6","0","3,6","7","3,6","0","3,6","3","3,6","0","3,6","","","","","-3.9","3,6,18,","","","0",",T,6,18,","9.7","1,,6,06,","23.3","3,6,29,+","","","","","","","","","","","","","251.7","3,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.9","1,,,6","0",",T,,6","9.37","3,6","14.91","3,,,6","3.83","3,,,6","",""
"USC00122825","1896-11","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","","","0.0",",6","6",",6","5",",6","0",",6","","","0",",6","0",",6","11",",6","3",",6","0",",6","0",",6","","","","","-11.7",",6,30,+","","","0",",,6,30,+","21.1",",,6,10,","20.6",",6,02,","","","","","","","","","","","","","355.6",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.4",",,,6","0",",,,6","6.48",",6","10.85",",,,6","2.11",",,,6","",""
"USC00122825","1896-12","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","","","0.0","2,6","6",",6","5",",6","0",",6","","","0",",6","0","1,6","21","1,6","7","1,6","0","1,6","0","1,6","","","","","-11.7","1,6,23,","","","13",",,6,22,","17.8",",,6,14,","12.8","1,6,12,+","","","","","","","","","","","","","489.9","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.2",",,,6","13",",,,6","1.47","2,6","5.12","1,,,6","-2.18","1,,,6","",""
"USC00122825","1897-01","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","0.0","6","0.0",",6","12","1,6","7","1,6","0","1,6","","","","","5",",6","28",",6","15",",6","0",",6","0",",6","","","","","-25.0",",6,25,+","","","","","10.2","1,,6,20,","16.1",",6,03,","","","","","","","","","","","","","696.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.6","1,,,6","","","-4.14",",6","-0.22",",,,6","-8.06",",,,6","",""
"USC00122825","1897-02","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","0.0","6","0.0",",6","8",",6","6",",6","0",",6","","","","","0",",6","26",",6","3",",6","0",",6","0",",6","","","","","-15.6",",6,26,","","","","","15.2",",,6,02,","13.3",",6,17,","","","","","","","","","","","","","506.4",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.2",",,,6","","","0.25",",6","3.97",",,,6","-3.48",",,,6","",""
