"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003957","2001-07","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","4.2",",X","622.4","0","361.7","1,0","2",",0","0",",0","0",",0","","","0",",0","0","1,0","0","1,0","0",",0","31",",0","29",",0","18.9","1,0,14,+","","","0",",,0,31,+","0.8",",,0,16,","42.2",",0,23,+","0.0","0","0.0",",0","1.3",",,,0","0",",,,0","30.42","1,0","38.17",",,,0","22.67","1,,,0","","","30",",X","50",",X","13.0",",X","16.5",",X"
"USW00003957","2001-08","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","3.6",",X","927.6","0","305.2",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","16.1",",0,28,+","0",",,0,31,+","0",",,0,31,+","9.1",",,0,23,","41.7",",0,20,","0.0","0","0.0",",0","16.0",",,,0","0",",,,0","28.18",",0","35.86",",,,0","20.50",",,,0","","","220",",X","220",",X","16.5",",X","21.0",",X"
"USW00003957","2001-09","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","3.9",",X","1035.1","0","107.5",",0","5",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","8",",0","6.7",",0,10,","0",",,0,30,+","0",",,0,30,+","49.0",",,0,17,","35.0",",0,04,","10.3","0","10.3",",0","90.9",",,,0","0",",,,0","21.58",",0","28.72",",,,0","14.43",",,,0","","","340",",X","340",",X","17.0",",X","21.9",",X"
"USW00003957","2001-10","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","4.8",",X","1049.4","0","14.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","23",",0","0",",0","-2.2",",0,27,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","30.6",",0,04,","129.7","0","119.4",",0","0.0",",,,0","0",",,,0","14.94",",0","23.30",",,,0","6.58",",,,0","0","3,","10",",X","30",",X","19.7",",X","24.6",",X"
"USW00003957","2001-11","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","4.3",",X","1050.5","0","1.1",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","10",",0","1",",0","11",",0","0",",0","-11.1",",0,29,","0",",,0,30,+","0",",,0,30,+","2.8",",,0,18,+","27.2",",0,06,","365.6","0","235.9",",0","7.9",",,,0","0",",,,0","10.51",",0","17.03",",,,0","3.99",",,,0","","","320",",X","320",",W","16.1",",X","21.5",",W"
"USW00003957","2001-12","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","4.1",",X","1050.5","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","1",",0","1",",0","0",",0","-12.2",",0,29,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","22.8",",0,02,","817.1","0","451.5",",0","0.0",",,,0","0",",,,0","3.77",",0","11.59",",,,0","-4.05",",,,0","","","340",",X","320",",Z","15.6",",X","19.7",",Z"
"USW00003957","2002-01","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","4.3",",X","0.0","0","0.0",",0","3",",0","3",",0","0",",0","2",",0","1",",0","0",",0","27",",0","3",",0","3",",0","0",",0","-16.1",",0,03,","51",",,0,31,","38",",,0,30,","24.9",",,0,30,","23.9",",0,08,","1314.5","0","497.4",",0","33.8",",,,0","51",",,,0","2.29",",0","10.22",",,,0","-5.65",",,,0","0",",W","340",",X","330",",X","13.4",",X","16.5",",X"
"USW00003957","2002-02","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","4.6",",X","0.0","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","0",",0","0",",0","-13.3",",0,27,","0",",,0,28,+","0",",T,0,25,","8.9",",,0,18,","19.4",",0,23,","1735.3","0","420.8",",0","10.2",",,,0","0",",T,,0","3.31",",0","10.25",",,,0","-3.64",",,,0","0",",W","340",",X","340",",X","17.9",",X","21.9",",X"
"USW00003957","2002-03","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","5.3",",X","0.0","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","21",",0","2",",0","5",",0","0",",0","-18.3",",0,03,","0",",T,0,01,","0",",T,0,01,","1.0",",,0,18,+","25.6",",0,28,","2134.8","0","399.5",",0","2.0",",,,0","0",",T,,0","5.45",",0","13.97",",,,0","-3.08",",,,0","0","1,W","340",",X","330",",X","19.7",",X","24.1",",X"
"USW00003957","2002-04","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","5.5",",X","35.6","0","35.6",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","15",",0","4",",0","-4.4",",0,03,","0",",,0,30,+","0",",,0,30,+","13.5",",,0,20,","34.4",",0,17,","2265.3","0","130.5",",0","36.8",",,,0","0",",,,0","15.17",",0","22.04",",,,0","8.30",",,,0","","","10",",X","10",",X","20.1",",X","24.1",",X"
"USW00003957","2002-05","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","5.3",",X","95.0","0","59.4",",0","12",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","5",",0","3.3",",0,03,","0",",,0,31,+","0",",,0,31,+","45.2",",,0,11,","34.4",",0,07,","2326.9","0","61.6",",0","80.3",",,,0","0",",,,0","18.26",",0","25.09",",,,0","11.44",",,,0","0","2,W","30",",X","20",",X","14.3",",X","19.7",",X"
"USW00003957","2002-06","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","5.1",",X","305.4","0","210.4",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","10.6",",0,06,","0",",,0,30,+","0",",,0,30,+","48.3",",,0,04,","36.1",",0,28,","2327.7","0","0.8",",0","96.1",",,,0","0",",,,0","25.32",",0","31.98",",,,0","18.66",",,,0","0","1,W","20",",X","30",",X","20.6",",X","25.0",",X"
"USW00003957","2002-07","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","4.1",",X","585.6","0","280.2",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","16.7",",0,13,","0",",,0,31,+","0",",,0,31,+","44.2",",,0,28,","40.0",",0,26,","0.0","0","0.0",",0","96.0",",,,0","0",",,,0","27.37",",0","33.88",",,,0","20.86",",,,0","","","50",",X","100",",X","15.6",",X","19.7",",X"
"USW00003957","2002-08","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","4.0",",X","849.3","0","263.7",",0","7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","13.3",",0,14,","0",",,0,31,+","0",",,0,31,+","61.2",",,0,13,","37.2",",0,22,+","0.0","0","0.0",",0","123.7",",,,0","0",",,,0","26.84",",0","33.22",",,,0","20.46",",,,0","0","3,W","170",",X","170",",X","17.0",",X","21.0",",X"
"USW00003957","2002-09","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","3.9",",X","990.8","0","141.5",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","11",",0","7.2",",0,23,+","0",",,0,30,+","0",",,0,30,+","14.5",",,0,13,","36.7",",0,03,","10.9","0","10.9",",0","22.3",",,,0","0",",,,0","22.69",",0","30.01",",,,0","15.36",",,,0","0",",W","30",",X","30",",X","13.0",",X","16.5",",X"
"USW00003957","2002-10","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","3.7",",X","998.0","0","7.2",",0","15",",0","8",",0","3",",0","0",",0","0",",0","0",",0","1",",0","0",",0","7",",0","0",",0","0.0",",0,20,","0",",,0,31,+","0",",,0,31,+","80.8",",,0,03,","31.1",",0,01,","250.3","0","239.4",",0","201.4",",,,0","0",",,,0","10.84",",0","15.84",",,,0","5.85",",,,0","0","2,W","360",",X","20",",X","15.6",",X","18.3",",X"
