"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00116344","2002-09","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","15","","1","","","","0",",,0,30,+","0",",,0,30,+","15.2",",,0,21,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.2",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2002-10","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","9",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","8","","1","","","","0",",,0,31,+","0",",,0,31,+","21.1",",,0,19,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2002-11","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","4","","2","","","","0",",T,0,27,+","5",",,0,25,","8.1",",,0,06,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.0",",,,0","8",",,,0","","","","","","","","","",""
"USC00116344","2002-12","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","6",",0","4",",0","0",",0","6",",0","1",",0","","","","","","","","","","","9","","2","","","","127",",,0,26,+","122",",,0,25,","14.7",",,0,19,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.7",",,,0","122",",,,0","","","","","","","","","",""
"USC00116344","2003-01","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","2",",0","0",",0","21",",0","4",",0","","","","","","","","","","","4","","","","","","127",",,0,03,","130",",,0,03,","6.1",",,0,03,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7",",,,0","301",",,,0","","","","","","","","","",""
"USC00116344","2003-02","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","5",",0","0",",0","20",",0","5",",0","","","","","","","","","","","11","","","","","","152",",,0,16,","107",",,0,16,","18.3",",,0,15,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.3",",,,0","293",",,,0","","","","","","","","","",""
"USC00116344","2003-03","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","11",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","15","","1","","","","0",",T,0,09,+","15",",,0,06,","25.1",",,0,13,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.1",",,,0","38",",,,0","","","","","","","","","",""
"USC00116344","2003-04","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","","","5","","1","","","","0",",,0,30,+","0",",T,0,09,+","22.6",",,0,25,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.4",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2003-05","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","14",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","","","17","","10","","","","0",",,0,31,+","0",",,0,31,+","36.6",",,0,05,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.9",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2003-06","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","12",",0","8",",0","0",",0","0",",0","0",",0","","","","","","","","","","","16","","3","","","","0",",T,0,30,","0",",T,0,30,","13.7",",,0,14,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.4",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2003-07","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","12","","9","","","","0",",T,0,12,","0",",T,0,12,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",T,,0","","","","","","","","","",""
"USC00116344","2003-08","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","9",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","21","","8","","","","0",",,0,31,+","0",",,0,31,+","78.5",",,0,30,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121.8",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2003-09","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","12",",0","5",",0","3",",0","0",",0","0",",0","","","","","","","","","","","10","","3","","","","0",",,0,30,+","0",",,0,30,+","89.9",",,0,01,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198.5",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2003-10","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","7",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","9","","1","","","","0",",,0,31,+","0",",,0,31,+","11.9",",,0,14,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.8",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2003-11","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","14",",0","7",",0","2",",0","0",",0","0",",0","","","","","","","","","","","12","","1","","","","0",",T,0,29,+","15",",,0,29,","41.1",",,0,19,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116.6",",,,0","18",",,,0","","","","","","","","","",""
"USC00116344","2003-12","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","12",",0","7",",0","1",",0","7",",0","1",",0","","","","","","","","","","","12","","","","","","51",",,0,19,","25",",,0,14,","29.0",",,0,29,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.2",",,,0","135",",,,0","","","","","","","","","",""
"USC00116344","2004-01","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","9",",0","4",",0","1",",0","6",",0","4",",0","","","","","","","","","","","8","","","","","","76",",,0,31,+","36",",,0,26,","26.9",",,0,04,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.9",",,,0","126",",,,0","","","","","","","","","",""
"USC00116344","2004-03","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","16",",0","8",",0","2",",0","1",",0","1",",0","","","","","","","","","","","16","","1","","","","25",",,0,17,","51",",,0,17,","51.3",",,0,27,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149.5",",,,0","69",",,,0","","","","","","","","","",""
"USC00116344","2004-04","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","5",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","8","","","","","","0",",,0,30,+","0",",,0,30,+","16.5",",,0,21,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.7",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2004-05","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","16",",0","12",",0","0",",0","0",",0","0",",0","","","","","","","","","","","16","","9","","","","0",",,0,31,+","0",",,0,31,+","16.5",",,0,11,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.7",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2004-06","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","12",",0","4",",0","1",",0","0",",0","0",",0","","","","","","","","","","","18","","6","","","","0",",,0,30,+","0",",,0,30,+","87.1",",,0,11,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2004-07","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","11",",0","7",",0","3",",0","0",",0","0",",0","","","","","","","","","","","26","","9","","","","0",",T,0,06,","0",",,0,31,+","41.9",",,0,04,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158.8",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2004-08","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","18","","8","","","","0",",,0,31,+","0",",,0,31,+","26.4",",,0,26,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.2",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2004-09","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","11","","1","","","","0",",,0,30,+","0",",T,0,07,","12.4",",,0,15,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.7",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2004-10","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","14",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","","","11","","3","","","","0",",,0,31,+","0",",,0,31,+","28.2",",,0,19,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.9",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2004-11","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","17",",0","10",",0","1",",0","2",",0","1",",0","","","","","","","","","","","13","","1","","","","51",",,0,25,","69",",,0,25,","35.6",",,0,25,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124.6",",,,0","69",",,,0","","","","","","","","","",""
"USC00116344","2004-12","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","7",",0","4",",0","1",",0","3",",0","1",",0","","","","","","","","","","","8","","","","","","51",",,0,27,+","36",",,0,26,","25.7",",,0,07,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.7",",,,0","62",",,,0","","","","","","","","","",""
"USC00116344","2005-01","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","16",",0","11",",0","3",",0","15",",0","4",",0","","","","","","","","","","","15","","1","","","","76",",,0,31,+","79",",,0,30,","46.5",",,0,12,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184.8",",,,0","253",",,,0","","","","","","","","","",""
"USC00116344","2005-02","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","11",",0","4",",0","0",",0","6",",0","0",",0","","","","","","","","","","","17","","1","","","","51",",,0,04,+","18",",,0,09,","21.8",",,0,14,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.9",",,,0","41",",,,0","","","","","","","","","",""
"USC00116344","2005-03","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","11",",0","5",",0","0",",0","1",",0","0",",0","","","","","","","","","","","16","","1","","","","25",",,0,01,","15",",,0,01,","13.5",",,0,25,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.7",",,,0","20",",,,0","","","","","","","","","",""
"USC00116344","2005-04","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","","","13","","3","","","","0",",,0,30,+","0",",T,0,24,","40.1",",,0,21,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.7",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2005-05","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","7",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","12","","5","","","","0",",,0,31,+","0",",,0,31,+","19.1",",,0,20,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.5",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2005-06","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","7",",0","2",",0","1",",0","0",",0","0",",0","","","","","","","","","","","21","","8","","","","0",",,0,30,+","0",",,0,30,+","30.0",",,0,14,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.3",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2005-07","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","17","","6","","","","0",",,0,31,+","0",",,0,31,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",,,0","","","","","","","","","",""
"USC00116344","2005-08","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","12",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","22","","4","","","","0",",,0,31,+","0",",,0,31,+","22.6",",,0,19,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.2",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2005-09","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","9",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","19","","4","","","","0",",,0,30,+","0",",,0,30,+","31.0",",,0,26,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114.2",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2005-10","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","11","","2","","","","0",",,0,31,+","0",",,0,31,+","24.1",",,0,21,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2005-11","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","","","9","","2","","","","0",",,0,30,+","3",",,0,17,","24.1",",,0,01,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.0",",,,0","3",",,,0","","","","","","","","","",""
"USC00116344","2005-12","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","11",",0","4",",0","0",",0","27",",0","4",",0","","","","","","","","","","","13","","1","","","","152",",,0,10,+","119",",,0,09,","10.2",",,0,29,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.5",",,,0","277",",,,0","","","","","","","","","",""
"USC00116344","2006-01","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","9",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","","","11","","1","","","","0",",T,0,19,+","13",",,0,18,","15.0",",,0,29,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.4",",,,0","16",",,,0","","","","","","","","","",""
"USC00116344","2006-02","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","3",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","8","","1","","","","0",",T,0,09,","8",",,0,13,","6.6",",,0,16,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.0",",,,0","8",",,,0","","","","","","","","","",""
"USC00116344","2006-03","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","14",",0","10",",0","1",",0","2",",0","1",",0","","","","","","","","","","","18","","3","","","","51",",,0,22,","64",",,0,22,","33.0",",,0,12,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116.8",",,,0","87",",,,0","","","","","","","","","",""
"USC00116344","2006-04","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","6",",0","2",",0","0",",0","0",",0","","","","","","","","","","","15","","6","","","","0",",,0,30,+","0",",T,0,19,+","35.6",",,0,17,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124.8",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2006-05","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","14",",0","9",",0","0",",0","0",",0","0",",0","","","","","","","","","","","22","","8","","","","0",",,0,31,+","0",",,0,31,+","21.1",",,0,11,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.9",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2006-06","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","13","3,0","5","3,0","1","3,0","0",",0","0",",0","","","","","","","","","","","23","","8","","","","0",",,0,30,+","0",",,0,30,+","30.7","3,,0,19,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.7",",a,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2006-07","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","16",",0","10",",0","3",",0","0",",0","0",",0","","","","","","","","","","","30","","8","","","","0",",,0,31,+","0",",,0,31,+","69.9",",,0,04,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","256.9",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2006-08","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","15",",0","8",",0","0",",0","0",",0","0",",0","","","","","","","","","","","27","","5","","","","0",",,0,31,+","0",",,0,31,+","24.1",",,0,28,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.2",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2006-09","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","14",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","19","","4","","","","0",",,0,30,+","0",",,0,30,+","12.2",",,0,18,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.2",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2006-10","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","11",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","13","","1","","","","0",",,0,31,+","0",",T,0,13,","49.8",",,0,17,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.5",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2006-11","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","16","","1","","","","0",",,0,30,+","0",",T,0,18,+","16.0",",,0,17,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.0",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2006-12","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","","","10","","2","","","","0",",T,0,26,+","10",",,0,02,","41.1",",,0,01,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124.2",",,,0","20",",,,0","","","","","","","","","",""
"USC00116344","2007-01","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","12",",0","6",",0","1",",0","6",",0","1",",0","","","","","","","","","","","15","","","","","","51",",,0,24,+","46",",,0,21,","31.5",",,0,15,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.0",",,,0","88",",,,0","","","","","","","","","",""
"USC00116344","2007-02","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","5",",0","0",",0","22",",0","5",",0","","","","","","","","","","","7","","","","","","305",",,0,18,+","239",",,0,14,","17.0",",,0,14,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.1",",,,0","529",",,,0","","","","","","","","","",""
"USC00116344","2007-03","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","14",",0","7",",0","1",",0","1",",0","0",",0","","","","","","","","","","","15","","6","","","","76",",,0,01,","10",",,0,03,","25.7",",,0,23,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.8",",,,0","21",",,,0","","","","","","","","","",""
"USC00116344","2007-04","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","8",",0","0",",0","0",",0","0",",0","","","","","","","","","","","15","","5","","","","0",",,0,30,+","0",",T,0,27,+","11.2",",,0,12,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.6",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2007-05","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","19","","5","","","","0",",,0,31,+","0",",,0,31,+","14.5",",,0,28,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.1",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2007-06","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","15",",0","11",",0","1",",0","0",",0","0",",0","","","","","","","","","","","29","","10","","","","0",",,0,30,+","0",",,0,30,+","26.9",",,0,24,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2007-07","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","7",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","26","","5","","","","0",",,0,31,+","0",",,0,31,+","17.5",",,0,18,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.5",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2007-08","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","4",",0","1",",0","0",",0","0",",0","","","","","","","","","","","26","","4","","","","0",",,0,31,+","0",",,0,31,+","27.2",",,0,25,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2007-09","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","20","","2","","","","0",",,0,30,+","0",",,0,30,+","19.8",",,0,09,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.8",",,,0","0",",,,0","","","","","","","","","",""
