"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013701","1920-04","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","2.5","6","2.5",",6","14",",6","12",",6","2",",6","","","0",",6","0",",6","5",",6","0",",6","5",",6","0",",6","","","","","-1.1",",6,09,+","","","0",",T,6,08,","31.8",",,6,04,","27.2",",6,22,","2941.5","6","243.1",",6","136.3",",,,6","0",",T,,6","10.31",",6","15.26",",,,6","5.37",",,,6","","","",""
"USW00013701","1920-05","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","17.8","6","15.3",",6","7",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","13",",6","0",",6","","","","","2.2",",6,02,","","","","","15.0",",,6,12,","27.8",",6,29,+","3060.6","6","119.1",",6","51.0",",,,6","","","14.99",",6","20.42",",,,6","9.55",",,,6","","","",""
"USW00013701","1920-06","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","106.7","6","88.9",",6","12",",6","7",",6","1",",6","","","","","0",",6","0",",6","0",",6","27",",6","3",",6","","","","","10.0",",6,08,+","","","","","48.0",",,6,05,","33.9",",6,29,","3074.0","6","13.4",",6","119.1",",,,6","","","20.85",",6","26.63",",,,6","15.07",",,,6","","","",""
"USW00013701","1920-07","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","247.5","6","140.8",",6","11",",6","7",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","1",",6","","","","","12.2",",6,28,+","","","","","75.7",",,6,02,","32.2",",6,24,","1.1","6","1.1",",6","140.4",",,,6","","","22.84",",6","28.24",",,,6","17.44",",,,6","","","",""
"USW00013701","1920-08","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","388.6","6","141.1",",6","17",",6","14",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","1",",6","","","9","","12.8",",6,03,","","","","","48.0",",,6,10,","32.2",",6,17,","1.1","6","0.0",",6","197.3",",,,6","","","22.89",",6","26.83",",,,6","18.94",",,,6","","","",""
"USW00013701","1920-09","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","455.5","6","66.9",",6","","","","","","","","","","","0",",6","0",",6","0",",6","29",",6","0",",6","","","1","","7.2",",6,20,","","","","","","","30.0",",6,25,+","15.9","6","14.8",",6","","","","","20.07",",6","25.01",",,,6","15.13",",,,6","","","",""
"USW00013701","1920-10","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","466.7","6","11.2",",6","2",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","18",",6","0",",6","","","","","2.2",",6,31,+","","","","","5.8",",,6,28,","30.0",",6,22,","118.1","6","102.2",",6","6.3",",,,6","","","15.40",",6","21.81",",,,6","8.98",",,,6","","","",""
"USW00013701","1920-11","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","466.7","6","0.0",",6","13",",6","5",",6","1",",6","","","","","0",",6","5",",6","0",",6","1",",6","0",",6","","","","","-6.1",",6,14,","","","","","38.9",",,6,16,","22.2",",6,01,","456.2","6","338.1",",6","73.4",",,,6","","","7.06",",6","10.67",",,,6","3.46",",,,6","","","",""
"USW00013701","1920-12","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","466.7","6","0.0",",6","8",",6","7",",6","1",",6","","","0",",6","0",",6","20",",6","2",",6","0",",6","0",",6","","","","","-8.9",",6,29,","","","13",",,6,26,","37.6",",,6,01,","17.8",",6,14,","935.9","6","479.7",",6","93.0",",,,6","16",",,,6","2.86",",6","6.78",",,,6","-1.06",",,,6","","","",""
"USW00013701","1921-01","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","0.0","6","0.0",",6","6",",6","3",",6","1",",6","","","1","1,6","0",",6","26",",6","5",",6","0",",6","0",",6","","","","","-12.8",",6,19,","","","30","1,,6,31,","43.7",",,6,14,","15.0",",6,02,","1470.9","6","535.0",",6","52.6",",,,6","33","1,,,6","1.07",",6","5.50",",,,6","-3.35",",,,6","","","",""
"USW00013701","1921-02","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","0.0","6","0.0",",6","10",",6","5",",6","1",",6","","","3",",6","0",",6","21",",6","4",",6","0",",6","0",",6","","","","","-10.0",",6,25,","","","76",",,6,22,+","38.1",",,6,20,","20.0",",6,16,","1916.5","6","445.6",",6","63.8",",,,6","195",",,,6","2.42",",6","6.74",",,,6","-1.91",",,,6","","","",""
"USW00013701","1921-03","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","6.4","6","6.4",",6","10",",6","5",",6","0",",6","","","","","0",",6","6",",6","0",",6","10",",6","0",",6","","","","","-6.1",",6,29,","","","","","12.7",",,6,12,","30.0",",6,21,","2141.2","6","224.7",",6","53.3",",,,6","","","11.29",",6","17.53",",,,6","5.05",",,,6","","","",""
"USW00013701","1921-04","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","7.5","6","1.1",",6","13",",6","6",",6","0",",6","","","1",",6","0",",6","3",",6","0",",6","16",",6","0",",6","","","2","","-2.8",",6,11,","","","38",",,6,11,","18.5",",,6,23,","27.8",",6,25,","2289.2","6","148.0",",6","51.9",",,,6","38",",,,6","13.44",",6","19.42",",,,6","7.45",",,,6","","","",""
"USW00013701","1921-05","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","29.9","6","22.4",",6","12",",6","10",",6","0",",6","","","","","0",",6","0",",6","0",",6","19",",6","0",",6","","","6","","5.6",",6,07,","","","","","23.1",",,6,04,","31.7",",6,22,","2378.6","6","89.4",",6","90.3",",,,6","","","16.17",",6","21.28",",,,6","11.06",",,,6","","","",""
"USW00013701","1921-06","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","146.6","6","116.7",",6","9","1,6","7","1,6","0","1,6","","","","","0",",6","0",",6","0",",6","29",",6","8",",6","","","9","","8.9",",6,06,+","","","","","24.1","1,,6,29,","34.4",",6,24,","2383.3","6","4.7",",6","108.8","1,,,6","","","22.07",",6","28.06",",,,6","16.08",",,,6","","","",""
"USW00013701","1921-07","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","364.6","6","218.0",",6","11",",6","6",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","9",",6","1","","13","","15.0",",6,17,","","","","","59.9",",,6,19,","34.4",",6,04,","0.0","6","0.0",",6","111.3",",,,6","","","25.37",",6","30.18",",,,6","20.55",",,,6","","","",""
"USW00013701","1921-08","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","472.4","6","107.8",",6","10",",6","8",",6","2",",6","","","","","0",",6","0",",6","0",",6","30",",6","2",",6","2","","5","","10.6",",6,23,","","","","","30.2",",,6,07,","33.9",",6,31,+","2.5","6","2.5",",6","109.3",",,,6","","","21.73",",6","26.89",",,,6","16.57",",,,6","","","",""
"USW00013701","1921-09","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","586.2","6","113.8",",6","10",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","29",",6","3",",6","2","","8","","10.0",",6,24,","","","","","24.1",",,6,06,","33.9",",6,02,","9.4","6","6.9",",6","90.7",",,,6","","","21.90",",6","27.06",",,,6","16.73",",,,6","","","",""
"USW00013701","1921-10","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","586.2","6","0.0",",6","4",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","9",",6","0",",6","3","","","","0.6",",6,14,","","","","","10.2",",,6,31,","24.4",",6,02,","191.8","6","182.4",",6","28.0",",,,6","","","12.45",",6","18.85",",,,6","6.05",",,,6","","","",""
"USW00013701","1921-11","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","587.0","6","0.8",",6","16",",6","9",",6","0",",6","","","0",",6","0",",6","12",",6","0",",6","2",",6","0",",6","5","","","","-3.9",",6,11,","","","0",",T,6,13,","13.0",",,6,20,","23.3",",6,19,+","530.8","6","339.0",",6","83.5",",,,6","0",",T,,6","7.06",",6","11.49",",,,6","2.63",",,,6","","","",""
"USW00013701","1921-12","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","587.0","6","0.0",",6","9","2,6","5","2,6","0","2,6","","","2",",6","0",",6","26",",6","5",",6","0",",6","0",",6","3","","","","-12.2",",6,22,","","","97",",,6,04,","13.7","2,,6,02,","16.1",",6,01,","1064.9","6","534.1",",6","43.9","2,,,6","163",",,,6","1.10",",6","5.63",",,,6","-3.42",",,,6","","","",""
"USW00013701","1922-01","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","0.0","6","0.0",",6","8","1,6","4","1,6","1","1,6","","","4",",6","0",",6","27",",6","10",",6","0",",6","0",",6","1","","","","-13.9",",6,25,","","","439",",,6,28,","53.1","1,,6,28,","13.9",",6,05,","1685.1","6","620.2",",6","85.2","1,,,6","643",",,,6","-1.67",",6","2.53",",,,6","-5.88",",,,6","","","",""
"USW00013701","1922-02","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","0.0","6","0.0",",6","14","2,6","7","2,6","0","2,6","","","2",",6","0",",6","23",",6","4",",6","0",",6","0",",6","8","","2","","-16.1",",6,17,","","","89",",,6,15,","18.8","2,,6,15,","20.6",",6,23,","2156.2","6","471.1",",6","73.6","2,,,6","134",",,,6","1.51",",6","5.93",",,,6","-2.92",",,,6","","","",""
"USW00013701","1922-03","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","0.0","6","0.0",",6","15",",6","10",",6","0",",6","","","","","0",",6","15",",6","1",",6","2",",6","0",",6","","","3","","-6.7",",6,18,","","","","","18.0",",,6,07,","25.0",",6,26,","2551.4","6","395.2",",6","103.9",",,,6","","","5.58",",6","10.29",",,,6","0.88",",,,6","","","",""
"USW00013701","1922-04","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","9.5","6","9.5",",6","9",",6","5",",6","0",",6","","","","","0",",6","3",",6","0",",6","8",",6","0",",6","","","2","","-2.2",",6,03,","","","","","9.9",",,6,14,","30.6",",6,10,","2779.5","6","228.1",",6","33.0",",,,6","","","11.05",",6","16.85",",,,6","5.24",",,,6","","","",""
"USW00013701","1922-05","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","39.2","6","29.7",",6","10",",6","6",",6","1",",6","","","","","0",",6","0",",6","0",",6","25",",6","0",",6","","","5","","4.4",",6,01,","","","","","34.5",",,6,04,","30.6",",6,11,","2816.5","6","37.0",",6","86.8",",,,6","","","18.10",",6","24.21",",,,6","11.99",",,,6","","","",""
"USW00013701","1922-06","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","170.8","6","131.6",",6","16",",6","10",",6","1",",6","","","","","0",",6","0",",6","0",",6","29",",6","3",",6","","","7","","11.1",",6,13,","","","","","27.7",",,6,01,","32.8",",6,10,","2818.4","6","1.9",",6","97.6",",,,6","","","22.66",",6","27.59",",,,6","17.73",",,,6","","","",""
"USW00013701","1922-07","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","335.2","6","164.4",",6","14",",6","9",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","3",",6","","","10","","13.3",",6,06,","","","","","88.6",",,6,13,","33.3",",6,13,+","0.0","6","0.0",",6","191.1",",,,6","","","23.64",",6","28.60",",,,6","18.67",",,,6","","","",""
"USW00013701","1922-08","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","454.4","6","119.2",",6","13",",6","8",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","","","6","","10.0",",6,21,","","","","","25.4",",,6,08,","31.1",",6,16,","1.1","6","1.1",",6","62.4",",,,6","","","22.14",",6","27.13",",,,6","17.16",",,,6","","","",""
"USW00013701","1922-09","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","527.7","6","73.3",",6","5",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","28",",6","1",",6","8","","3","","5.6",",6,27,","","","","","23.1",",,6,12,","32.2",",6,06,","16.9","6","15.8",",6","53.8",",,,6","","","20.25",",6","25.67",",,,6","14.83",",,,6","","","",""
"USW00013701","1922-10","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","553.5","6","25.8",",6","6",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","14",",6","1",",6","5","","1","","0.6",",6,31,+","","","","","9.4",",,6,09,","32.2",",6,05,","165.6","6","148.7",",6","18.8",",,,6","","","14.37",",6","20.52",",,,6","8.22",",,,6","","","",""
"USW00013701","1922-11","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","553.5","6","0.0",",6","6",",6","2",",6","0",",6","","","0",",6","0",",6","12",",6","0",",6","1",",6","0",",6","","","","","-2.8",",6,25,","","","0",",T,6,27,+","6.4",",,6,15,","22.2",",6,12,","491.8","6","326.2",",6","12.9",",,,6","0",",T,,6","7.46",",6","12.57",",,,6","2.35",",,,6","","","",""
"USW00013701","1922-12","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","553.5","6","0.0",",6","12",",6","7",",6","0",",6","","","1",",6","0",",6","26",",6","2",",6","0",",6","0",",6","13","","","","-9.4",",6,20,+","","","81",",,6,10,","19.3",",,6,28,","13.9",",6,05,","1028.7","6","536.9",",6","69.0",",,,6","81",",,,6","1.01",",6","4.79",",,,6","-2.76",",,,6","","","",""
"USW00013701","1923-01","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","0.0","6","0.0","2,6","12",",6","7",",6","2",",6","","","2",",6","0","2,6","26","2,6","2",",6","0",",6","0",",6","2","","","","-8.3","2,6,17,","","","64",",,6,28,","31.0",",,6,24,","15.6",",6,21,","1538.6","6","509.9",",6","101.4",",,,6","107",",,,6","0.75","2,6","4.72",",,,6","-3.21","2,,,6","","","",""
"USW00013701","1923-02","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","0.0","6","0.0",",6","10",",6","7",",6","0",",6","","","3",",6","0",",6","24",",6","11",",6","0",",6","0",",6","9","","","","-12.8",",6,24,","","","58",",,6,07,","23.1",",,6,12,","11.7",",6,25,","2097.4","6","558.8",",6","60.2",",,,6","126",",,,6","-1.63",",6","2.42",",,,6","-5.67",",,,6","","","",""
"USW00013701","1923-03","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","0.0","6","0.0",",6","10",",6","7",",6","1",",6","","","1",",6","0",",6","20",",6","1",",6","4",",6","0",",6","7","","","","-9.4",",6,29,","","","112",",,6,06,","36.8",",,6,06,","25.0",",6,03,","2512.4","6","415.0",",6","105.8",",,,6","112",",,,6","4.95",",6","10.91",",,,6","-1.02",",,,6","","","",""
"USW00013701","1923-04","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","1.9","6","1.9",",6","9",",6","6",",6","1",",6","","","0",",6","0",",6","4",",6","0",",6","5",",6","0",",6","","","","","-10.6",",6,01,","","","0",",T,6,15,+","49.0",",,6,28,","28.3",",6,20,","2746.6","6","234.2",",6","104.8",",,,6","0",",T,,6","10.59",",6","16.34",",,,6","4.85",",,,6","","","",""
"USW00013701","1923-05","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","16.9","6","15.0",",6","8",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","20",",6","0",",6","","","","","2.8",",6,11,","","","","","15.7",",,6,08,","30.0",",6,29,","2818.0","6","71.4",",6","47.5",",,,6","","","16.51",",6","22.60",",,,6","10.43",",,,6","","","",""
"USW00013701","1923-06","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","164.9","6","148.0",",6","9",",6","6",",6","0",",6","","","","","0",",6","0",",6","0",",6","28",",6","7",",6","2","","8","","11.7",",6,14,","","","","","11.4",",,6,06,","36.7",",6,21,","2821.6","6","3.6",",6","43.3",",,,6","","","23.15",",6","29.09",",,,6","17.20",",,,6","","","",""
"USW00013701","1923-07","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","329.3","6","164.4",",6","11",",6","7",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","5",",6","1","","9","","12.2",",6,01,","","","","","20.6",",,6,28,","36.7",",6,21,","0.0","6","0.0",",6","62.9",",,,6","","","23.64",",6","28.89",",,,6","18.38",",,,6","","","",""
"USW00013701","1923-08","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","465.9","6","136.6",",6","11",",6","6",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","4",",6","6","","7","","10.0",",6,24,+","","","","","34.3",",,6,05,","33.3",",6,08,","4.2","6","4.2",",6","76.3",",,,6","","","22.60",",6","27.83",",,,6","17.38",",,,6","","","",""
"USW00013701","1923-09","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","547.1","6","81.2",",6","9",",6","5",",6","2",",6","","","","","0",",6","0",",6","0",",6","26",",6","0",",6","3","","2","","6.7",",6,18,","","","","","34.5",",,6,08,","30.6",",6,04,","26.7","6","22.5",",6","92.4",",,,6","","","20.29",",6","25.21",",,,6","15.38",",,,6","","","",""
"USW00013701","1923-10","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","548.2","6","1.1",",6","7",",6","4",",6","1",",6","","","","","0",",6","0",",6","0",",6","8",",6","0",",6","3","","","","0.6",",6,31,","","","","","45.7",",,6,23,","25.6",",6,14,","197.2","6","170.5",",6","78.1",",,,6","","","12.87",",6","18.44",",,,6","7.30",",,,6","","","",""
"USW00013701","1923-11","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","548.2","6","0.0","1,6","7",",6","4",",6","0",",6","","","","","0",",6","11",",6","0","1,6","0","1,6","0","1,6","4","","","","-3.3",",6,20,","","","","","23.1",",,6,30,","16.1","1,6,30,+","534.3","6","337.1","1,6","44.6",",,,6","","","6.64","1,6","11.18","1,,,6","2.11",",,,6","","","",""
"USW00013701","1923-12","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","548.2","6","0.0",",6","13",",6","8",",6","1",",6","","","1",",6","0",",6","14",",6","0",",6","0",",6","0",",6","7","","","","-5.0",",6,15,","","","38",",,6,14,","36.3",",,6,05,","17.2",",6,21,","935.8","6","401.5",",6","86.1",",,,6","38",",,,6","5.38",",6","9.54",",,,6","1.23",",,,6","","","",""
"USW00013701","1924-01","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","0.0","6","0.0",",6","6",",6","6",",6","0",",6","","","0",",6","0",",6","29",",6","6",",6","0",",6","0",",6","3","","","","-15.6",",6,22,","","","0",",T,6,24,+","23.4",",,6,16,","16.7",",6,11,","1509.2","6","573.4",",6","96.6",",,,6","0",",T,,6","-0.16",",6","5.15",",,,6","-5.47",",,,6","","","",""
"USW00013701","1924-02","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","0.0","6","0.0",",6","7",",6","6",",6","2",",6","","","3",",6","0",",6","25",",6","6",",6","0",",6","0",",6","4","","1","","-11.1",",6,24,","","","130",",,6,19,","39.4",",,6,19,","10.6",",6,04,","2039.7","6","530.5",",6","100.9",",,,6","219",",,,6","0.04",",6","3.48",",,,6","-3.40",",,,6","","","",""
"USW00013701","1924-03","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","0.0","6","0.0",",6","8",",6","5",",6","0",",6","","","2",",6","0",",6","15",",6","0",",6","2",",6","0",",6","","","","","-5.0",",6,15,","","","51",",,6,11,","22.1",",,6,29,","23.9",",6,30,","2456.6","6","416.9",",6","79.5",",,,6","81",",,,6","4.89",",6","9.33",",,,6","0.44",",,,6","","","",""
"USW00013701","1924-04","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","0.0","6","0.0",",6","9",",6","7",",6","2",",6","","","","","0",",6","4",",6","0",",6","5",",6","0",",6","","","","","-4.4",",6,03,+","","","","","61.0",",,6,18,","25.6",",6,14,","2710.7","6","254.1",",6","150.0",",,,6","","","9.86",",6","15.10",",,,6","4.62",",,,6","","","",""
"USW00013701","1924-05","39.4716","-76.1697","17.4","ABERDEEN PHILLIPS FIELD, MD US","","","1.6","6","1.6",",6","18",",6","11",",6","1",",6","","","","","0",",6","0",",6","0",",6","10",",6","0",",6","","","","","4.4",",6,02,","","","","","43.9",",,6,08,","28.3",",6,06,","2835.3","6","124.6",",6","121.4",",,,6","","","14.36",",6","19.05",",,,6","9.68",",,,6","","","",""
