"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00369500","1894-05","39.933333","-75.55","106.7","WESTTOWN, PA US","","","13.5","3,6","14",",6","13",",6","4",",6","","","","","0","2,6","0","2,6","0","2,6","21","2,6","0","2,6","","","4.4","2,6,29,","","","","","139.7",",,6,21,","29.4","2,6,02,","58.7","2,6","340.3",",,,6","","","16.59","3,6","21.97","2,,,6","11.22","2,,,6"
"USC00369500","1894-06","39.933333","-75.55","106.7","WESTTOWN, PA US","","","100.4","2,6","8",",6","6",",6","1",",6","","","","","0","2,6","0","2,6","0","2,6","24","2,6","2","2,6","","","5.0","2,6,06,","","","","","27.9",",,6,30,","33.9","2,6,24,","27.8","2,6","103.8",",,,6","","","20.93","2,6","26.66","2,,,6","15.19","2,,,6"
"USC00369500","1894-09","39.933333","-75.55","106.7","WESTTOWN, PA US","","","","","6",",6","4",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","49.5",",,6,09,","","","","","148.1",",,,6","","","","","","","",""
"USC00369500","1894-10","39.933333","-75.55","106.7","WESTTOWN, PA US","","","1.4","1,6","","","","","","","","","","","0","1,6","1","1,6","0","1,6","6","1,6","0","1,6","","","0.0","1,6,16,","","","","","","","26.7","1,6,03,","186.4","1,6","","","","","12.17","1,6","16.66","1,,,6","7.67","1,,,6"
"USC00369500","1894-11","39.933333","-75.55","106.7","WESTTOWN, PA US","","","","","10",",6","8",",6","0",",6","","","0",",6","0","4,6","14","4,6","1","5,6","0","5,6","0","5,6","","","-7.8","4,6,20,","","","0",",T,6,09,","21.6",",,6,03,","19.4","5,6,02,","","","72.4",",,,6","0",",T,,6","4.15","6,6","8.36","5,,,6","-0.06","4,,,6"
"USC00369500","1894-12","39.933333","-75.55","106.7","WESTTOWN, PA US","","","0.0","4,6","8","1,6","8","1,6","1","1,6","","","2",",6","0","4,6","19","4,6","4","4,6","0","4,6","0","4,6","","","-15.0","4,6,29,","","","76",",,6,26,","44.7","1,,6,27,","11.7","4,6,16,","479.6","4,6","110.8","1,,,6","127",",,,6","0.57","4,6","4.33","4,,,6","-3.19","4,,,6"
"USC00369500","1895-01","39.933333","-75.55","106.7","WESTTOWN, PA US","","","","","5","1,6","4","1,6","1","1,6","","","","","","","","","","","","","","","","","","","","","","","45.7","1,,6,26,","","","","","75.0","1,,,6","","","","","","","",""
"USC00369500","1895-02","39.933333","-75.55","106.7","WESTTOWN, PA US","","","0.0",",6","5","3,6","4","3,6","0","3,6","","","3",",6","4",",6","27",",6","15",",6","0",",6","0",",6","","","-20.6",",6,06,","","","102",",,6,07,","10.2","3,,6,08,","11.1",",6,28,","668.1",",6","26.0","3,,,6","224",",,,6","-5.53",",6","-0.76",",,,6","-10.30",",,,6"
"USC00369500","1895-05","39.933333","-75.55","106.7","WESTTOWN, PA US","","","35.4","1,6","8",",6","5",",6","1",",6","","","","","0","1,6","0","1,6","0","1,6","15","1,6","2","1,6","","","1.1","1,6,17,","","","","","32.5",",,6,27,","33.3","1,6,31,","119.7","1,6","84.8",",,,6","","","15.52","1,6","21.08","1,,,6","9.96","1,,,6"
"USC00369500","1895-06","39.933333","-75.55","106.7","WESTTOWN, PA US","","","100.8",",6","12",",6","8",",6","2",",6","","","","","0",",6","0",",6","0",",6","30",",6","3",",6","","","10.0",",6,08,","","","","","29.2",",,6,30,","34.4",",6,01,","5.0",",6","95.1",",,,6","","","21.53",",6","27.03",",,,6","16.02",",,,6"
"USC00369500","1895-09","39.933333","-75.55","106.7","WESTTOWN, PA US","","","","","7",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","5.8",",,6,26,","","","","","17.1",",,,6","","","","","","","",""
"USC00369500","1895-10","39.933333","-75.55","106.7","WESTTOWN, PA US","","","0.0",",6","6",",6","4",",6","1",",6","","","","","0",",6","9",",6","0",",6","1",",6","0",",6","","","-3.3",",6,24,+","","","","","35.6",",,6,31,","22.2",",6,03,","283.3",",6","86.7",",,,6","","","9.19",",6","15.22",",,,6","3.17",",,,6"
"USC00369500","1895-11","39.933333","-75.55","106.7","WESTTOWN, PA US","","","1.7",",6","12",",6","6",",6","0",",6","","","0",",6","0",",6","9",",6","0",",6","1",",6","0",",6","","","-4.4",",6,29,+","","","0",",T,6,20,+","9.7",",,6,26,","22.8",",6,09,","341.9",",6","36.1",",,,6","0",",T,,6","6.99",",6","11.41",",,,6","2.58",",,,6"
"USC00369500","1895-12","39.933333","-75.55","106.7","WESTTOWN, PA US","","","0.0","2,6","6",",6","5",",6","0",",6","","","0",",6","0","1,6","18","1,6","6","1,6","0","1,6","0","1,6","","","-11.7","1,6,13,","","","13",",,6,09,+","24.4",",,6,31,","16.7","1,6,21,","435.8","1,6","68.0",",,,6","26",",,,6","3.10","2,6","7.43","1,,,6","-1.24","1,,,6"
"USC00369500","1896-01","39.933333","-75.55","106.7","WESTTOWN, PA US","","","","","3",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","34.0",",,6,24,","","","","","36.8",",,,6","","","","","","","",""
"USC00369500","1896-02","39.933333","-75.55","106.7","WESTTOWN, PA US","","","0.0",",6","11","1,6","7","1,6","1","1,6","","","","","1",",6","24",",6","5",",6","0",",6","0",",6","","","-18.9",",6,17,","","","","","116.3","1,,6,06,","13.3",",6,23,","525.5",",6","183.2","1,,,6","","","0.21",",6","4.52",",,,6","-4.09",",,,6"
"USC00369500","1896-03","39.933333","-75.55","106.7","WESTTOWN, PA US","","","0.0",",6","","","","","","","","","3",",6","0",",6","23",",6","6",",6","0",",6","0",",6","","","-14.4",",6,13,","","","76",",,6,23,+","","","17.8",",6,30,+","530.6",",6","","","190",",,,6","1.22",",6","5.77",",,,6","-3.34",",,,6"
"USC00369500","1896-05","39.933333","-75.55","106.7","WESTTOWN, PA US","","","61.2",",6","11",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","22",",6","3",",6","","","3.3",",6,08,","","","","","8.4",",,6,21,+","33.3",",6,11,+","51.0",",6","38.4",",,,6","","","18.66",",6","24.07",",,,6","13.25",",,,6"
"USC00369500","1896-06","39.933333","-75.55","106.7","WESTTOWN, PA US","","","67.4","2,6","","","","","","","","","","","0","2,6","0","2,6","0","2,6","24","2,6","0","2,6","","","7.8","2,6,03,","","","","","","","31.1","2,6,20,","23.4","2,6","","","","","19.90","2,6","24.67","2,,,6","15.14","2,,,6"
"USC00369500","1896-09","39.933333","-75.55","106.7","WESTTOWN, PA US","","","41.7","3,6","9",",6","8",",6","4",",6","","","","","0","1,6","0","1,6","0","3,6","23","3,6","0","3,6","","","1.7","1,6,24,","","","","","48.3",",,6,05,","31.7","3,6,19,","35.9","3,6","177.1",",,,6","","","18.38","3,6","23.71","3,,,6","13.05","1,,,6"
"USC00369500","1896-10","39.933333","-75.55","106.7","WESTTOWN, PA US","","","0.0",",6","6",",6","4",",6","1",",6","","","","","0",",6","5",",6","0",",6","3",",6","0",",6","","","-1.7",",6,26,+","","","","","38.6",",,6,12,","22.2",",6,31,+","251.5",",6","60.9",",,,6","","","10.22",",6","14.48",",,,6","5.96",",,,6"
"USC00369500","1896-11","39.933333","-75.55","106.7","WESTTOWN, PA US","","","0.0","3,6","","","","","","","","","0",",6","0","3,6","8","3,6","0","3,6","4","3,6","0","3,6","2","","-3.3","3,6,23,+","","","0",",T,6,13,","","","21.7","3,6,17,","242.5","3,6","","","0",",T,,6","9.35","3,6","14.57","3,,,6","4.13","3,,,6"
"USC00369500","1897-01","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","6","0.0","2,6","","","","","","","","","3","1,6","0","2,6","25","2,6","13","2,6","0","2,6","0","2,6","","","-15.6","2,6,25,","","","127","1,,6,28,","","","13.9","2,6,04,","615.1","2,6","","","236","1,,,6","-2.88","2,6","0.86","2,,,6","-6.61","2,,,6"
"USC00369500","1897-02","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","6","0.0","1,6","9","2,6","8","2,6","1","2,6","11","5,6","4",",6","0","1,6","23","1,6","6","1,6","0","1,6","0","1,6","","","-13.9","1,6,27,","51","5,,6,13,+","76",",,6,03,","27.2","2,,6,03,","10.6","1,6,21,","499.5","1,6","114.8","2,,,6","208",",,,6","-0.17","1,6","3.15","1,,,6","-3.49","1,,,6"
"USC00369500","1897-03","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","6","0.0","3,6","","","","","","","","","","","0","3,6","14","3,6","0","3,6","0","3,6","0","3,6","","","-7.8","3,6,17,","","","","","","","18.9","3,6,23,+","372.8","3,6","","","","","5.02","3,6","9.64","3,,,6","0.40","3,,,6"
"USC00369500","1897-09","39.933333","-75.55","106.7","WESTTOWN, PA US","","","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","13.2",",,6,24,","","","","","29.8",",,,6","","","","","","","",""
"USC00369500","1897-10","39.933333","-75.55","106.7","WESTTOWN, PA US","","","7.0",",6","7",",6","5",",6","1",",6","","","","","0",",6","1",",6","0",",6","9",",6","0",",6","","","-1.7",",6,31,","","","","","26.4",",,6,25,","30.6",",6,16,","179.9",",6","61.6",",,,6","","","12.75",",6","17.95",",,,6","7.56",",,,6"
"USC00369500","1897-11","39.933333","-75.55","106.7","WESTTOWN, PA US","","","0.0",",6","11",",6","10",",6","1",",6","","","","","0",",6","11",",6","0",",6","0",",6","0",",6","","","-7.2",",6,24,","","","","","40.9",",,6,01,","20.0",",6,16,","373.4",",6","121.5",",,,6","","","5.89",",6","10.24",",,,6","1.53",",,,6"
"USC00369500","1897-12","39.933333","-75.55","106.7","WESTTOWN, PA US","","","","","8",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","50.8",",,6,14,","","","","","73.4",",,,6","","","","","","","",""
"USC00369500","1898-01","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","6","0.0",",6","12","1,6","7","1,6","1","1,6","8",",6","","","0",",6","25",",6","7",",6","0",",6","0",",6","","","-12.8",",6,30,","127",",,6,10,","","","25.7","1,,6,23,","14.4",",6,22,","570.0",",6","99.4","1,,,6","","","-0.05",",6","3.36",",,,6","-3.46",",,,6"
"USC00369500","1898-02","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","6","0.0","1,6","","","","","","","","","0",",6","0","1,6","21","1,6","4","1,6","0","1,6","0","1,6","","","-16.7","1,6,04,","","","0",",T,6,25,+","","","15.0","1,6,12,","490.7","1,6","","","0",",T,,6","0.16","1,6","4.38","1,,,6","-4.06","1,,,6"
"USC00369500","1898-03","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","6","0.0","3,6","8",",6","8",",6","0",",6","","","2",",6","0","3,6","11","3,6","0","3,6","1","3,6","0","3,6","","","-5.6","3,6,02,+","","","38",",,6,04,+","21.8",",,6,30,","21.1","3,6,17,","327.1","3,6","73.1",",,,6","76",",,,6","6.65","3,6","11.88","3,,,6","1.42","3,,,6"
"USC00369500","1898-05","39.933333","-75.55","106.7","WESTTOWN, PA US","","","14.0","2,6","12",",6","9",",6","3",",6","","","","","0","2,6","0","2,6","0","1,6","17","1,6","0","1,6","","","3.3","2,6,10,+","","","","","36.1",",,6,08,","31.1","1,6,20,","91.7","1,6","160.3",",,,6","","","15.48","2,6","20.15","1,,,6","10.81","2,,,6"
"USC00369500","1898-06","39.933333","-75.55","106.7","WESTTOWN, PA US","","","85.3","1,6","5",",6","5",",6","2",",6","","","","","0","1,6","0","1,6","0","1,6","27","1,6","2","1,6","","","8.9","1,6,23,","","","","","30.7",",,6,28,","33.3","1,6,25,","9.9","1,6","74.6",",,,6","","","20.93","1,6","26.46","1,,,6","15.40","1,,,6"
"USC00369500","1898-10","39.933333","-75.55","106.7","WESTTOWN, PA US","","","16.6",",6","11",",6","7",",6","3",",6","","","0",",6","0",",6","3",",6","0",",6","8",",6","0",",6","","","-1.1",",6,28,","","","0",",T,6,26,","27.9",",,6,26,","27.8",",6,04,","192.2",",6","120.6",",,,6","0",",T,,6","12.67",",6","17.79",",,,6","7.55",",,,6"
"USC00369500","1898-11","39.933333","-75.55","106.7","WESTTOWN, PA US","","","0.0",",6","11",",6","10",",6","1",",6","","","3",",6","0",",6","16",",6","2",",6","0",",6","0",",6","","","-6.1",",6,26,","","","127",",,6,26,","50.8",",,6,10,","17.2",",6,10,","393.6",",6","154.0",",,,6","242",",,,6","5.21",",6","9.85",",,,6","0.58",",,,6"
"USC00369500","1898-12","39.933333","-75.55","106.7","WESTTOWN, PA US","","","","","","","","","","","","","1",",6","","","","","","","","","","","2","","","","","","25",",,6,17,","","","","","","","","","25",",,,6","","","","","",""
"USC00369500","1899-01","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","6","0.0","1,6","10","1,6","10","1,6","1","1,6","","","","","1",",6","28",",6","7","1,6","0","1,6","0","1,6","","","-20.6",",6,02,","","","","","41.9","1,,6,24,","12.8","1,6,05,","599.7","1,6","126.5","1,,,6","","","-1.80","1,6","3.17","1,,,6","-6.76",",,,6"
"USC00369500","1899-02","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","6","0.0","4,6","11",",6","11",",6","1",",6","","","7",",6","4","2,6","24","2,6","13","2,6","0","2,6","0","2,6","","","-25.0","2,6,11,","","","305",",,6,12,","30.5",",,6,12,","11.1","2,6,22,","585.6","2,6","136.7",",,,6","864",",,,6","-5.65","4,6","-1.46","2,,,6","-9.85","2,,,6"
"USC00369500","1899-03","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","6","0.0","1,6","6",",6","6",",6","2",",6","","","","","0","1,6","23","1,6","0","1,6","1","1,6","0","1,6","","","-6.7","1,6,21,","","","","","35.1",",,6,19,","22.8","1,6,12,","450.3","1,6","98.5",",,,6","","","3.32","1,6","7.76","1,,,6","-1.11","1,,,6"
"USC00369500","1899-05","39.933333","-75.55","106.7","WESTTOWN, PA US","","","20.6",",6","4",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","20",",6","0",",6","","","2.8",",6,04,","","","","","5.1",",,6,16,","30.6",",6,28,","91.7",",6","12.7",",,,6","","","16.04",",6","22.49",",,,6","9.59",",,,6"
"USC00369500","1899-06","39.933333","-75.55","106.7","WESTTOWN, PA US","","","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","11.4",",,6,20,","","","","","22.8",",,,6","","","","","","","",""
"USC00369500","1899-10","39.933333","-75.55","106.7","WESTTOWN, PA US","","","1.6","2,6","4",",6","4",",6","0",",6","","","","","0","1,6","4","1,6","0","1,6","12","1,6","0","1,6","1","","-1.7","1,6,22,+","","","","","19.6",",,6,18,","24.4","1,6,18,+","169.9","1,6","39.7",",,,6","","","12.61","2,6","17.91","1,,,6","7.32","1,,,6"
"USC00369500","1899-11","39.933333","-75.55","106.7","WESTTOWN, PA US","","","0.0","1,6","8",",6","6",",6","0",",6","","","","","0",",6","15",",6","0","1,6","0","1,6","0","1,6","","","-5.0",",6,14,","","","","","19.1",",,6,23,","16.7","1,6,11,","357.1","1,6","74.3",",,,6","","","6.02","1,6","11.06","1,,,6","0.98",",,,6"
"USC00369500","1899-12","39.933333","-75.55","106.7","WESTTOWN, PA US","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"USC00369500","1900-01","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","6","0.0","1,6","4","4,6","3","4,6","1","4,6","","","1",",6","0","1,6","26","1,6","7","1,6","0","1,6","0","1,6","2","","-16.1","1,6,30,","","","51",",,6,27,","49.0","4,,6,12,","13.3","1,6,23,","568.2","1,6","61.8","4,,,6","51",",,,6","-0.61","1,6","4.20","1,,,6","-5.42","1,,,6"
"USC00369500","1900-02","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","6","0.0","2,6","7","5,6","7","5,6","3","5,6","","","1",",6","1","1,6","24","1,6","7","1,6","0","1,6","0","1,6","","","-17.8","1,6,02,","","","239",",,6,17,","38.6","5,,6,22,","13.3","1,6,09,","497.1","1,6","146.7","5,,,6","239",",,,6","-0.97","2,6","4.19","1,,,6","-6.13","1,,,6"
"USC00369500","1900-03","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","6","0.0","3,6","6","2,6","6","2,6","1","2,6","","","","","0","3,6","22","3,6","4","3,6","0","3,6","0","3,6","","","-16.1","3,6,18,","","","","","25.9","2,,6,01,","15.0","3,6,07,","473.3","3,6","78.5","2,,,6","","","1.43","3,6","5.91","3,,,6","-3.06","3,,,6"
"USC00369500","1900-05","39.933333","-75.55","106.7","WESTTOWN, PA US","","","9.7","1,6","7",",6","5",",6","1",",6","","","","","0",",6","0",",6","0","1,6","19","1,6","0","1,6","","","1.1",",6,10,","","","","","110.0",",,6,19,","31.1","1,6,15,","99.2","1,6","149.1",",,,6","","","15.39","1,6","21.85","1,,,6","8.92",",,,6"
"USC00369500","1900-06","39.933333","-75.55","106.7","WESTTOWN, PA US","","","","","5",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","26.7",",,6,17,","","","","","65.6",",,,6","","","","","","","",""
"USC00369500","1900-09","39.933333","-75.55","106.7","WESTTOWN, PA US","","","","","4",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","53.3",",,6,16,","","","","","85.8",",,,6","","","","","","","",""
"USC00369500","1900-10","39.933333","-75.55","106.7","WESTTOWN, PA US","","","10.2","2,6","7",",6","5",",6","1",",6","","","","","0",",6","1",",6","0","2,6","10","2,6","0","2,6","","","0.0",",6,20,","","","","","35.8",",,6,08,","25.0","2,6,08,","118.5","2,6","72.8",",,,6","","","14.73","2,6","18.90","2,,,6","10.56",",,,6"
"USC00369500","1900-11","39.933333","-75.55","106.7","WESTTOWN, PA US","","","0.8","1,6","6",",6","4",",6","0",",6","","","","","0","1,6","7","1,6","0",",6","2",",6","0",",6","","","-6.1","1,6,17,","","","","","9.7",",,6,03,","24.4",",6,19,","309.1",",6","24.1",",,,6","","","7.88","1,6","12.46",",,,6","3.30","1,,,6"
"USC00369500","1901-01","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","6","0.0","5,6","8",",6","6",",6","0",",6","","","","","0","2,6","24","2,6","7","3,6","0","3,6","0","3,6","","","-14.4","2,6,20,","","","","","21.1",",,6,11,","9.4","3,6,15,","515.3","3,6","78.2",",,,6","","","-1.27","5,6","2.26","3,,,6","-4.81","2,,,6"
"USC00369500","1901-02","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","6","0.0","2,6","4",",6","2",",6","0",",6","","","1",",6","0","1,6","27","1,6","17","1,6","0","1,6","0","1,6","","","-14.4","1,6,01,","","","46",",,6,09,","11.4",",,6,04,","6.1","1,6,26,+","590.1","1,6","19.3",",,,6","79",",,,6","-4.26","2,6","-0.24","1,,,6","-8.29","1,,,6"
"USC00369500","1901-03","39.933333","-75.55","106.7","WESTTOWN, PA US","","","","","","","","","","","","","0",",6","0","2,6","14","2,6","1","5,6","0","5,6","0","5,6","","","-12.2","2,6,07,","","","5",",,6,06,","","","15.0","5,6,23,","","","","","5",",,,6","3.72","6,6","7.72","5,,,6","-0.28","2,,,6"
"USC00369500","1901-05","39.933333","-75.55","106.7","WESTTOWN, PA US","","","3.6","4,6","11",",6","10",",6","0",",6","","","","","0","3,6","0","3,6","0","2,6","12","2,6","0","2,6","","","3.3","3,6,06,","","","","","21.1",",,6,25,","27.8","2,6,24,","95.5","2,6","80.2",",,,6","","","14.87","4,6","20.05","2,,,6","9.68","3,,,6"
"USC00369500","1901-10","39.933333","-75.55","106.7","WESTTOWN, PA US","","","0.6","1,6","4",",6","3",",6","0",",6","","","","","0",",6","1",",6","0","1,6","10","1,6","0","1,6","","","-2.2",",6,26,","","","","","18.0",",,6,14,","25.0","1,6,23,","186.9","1,6","32.5",",,,6","","","12.04","1,6","18.10","1,,,6","5.99",",,,6"
"USC00369500","1901-11","39.933333","-75.55","106.7","WESTTOWN, PA US","","","0.0","2,6","5",",6","3",",6","1",",6","","","","","0","1,6","19","1,6","1","2,6","0","2,6","0","2,6","","","-8.3","1,6,29,","","","","","63.2",",,6,24,","15.0","2,6,02,","404.3","2,6","74.7",",,,6","","","3.76","2,6","8.66","2,,,6","-1.13","1,,,6"
"USC00369500","1901-12","39.933333","-75.55","106.7","WESTTOWN, PA US","","","","","9",",6","9",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","41.9",",,6,28,","","","","","158.5",",,,6","","","","","","","",""
"USC00369500","1902-01","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","","0.0",",6","10",",6","8",",6","2",",6","","","1",",6","0",",6","31",",6","10",",6","0",",6","0",",6","","","-12.8",",6,05,","","","38",",,6,08,","38.1",",,6,21,","14.4",",6,22,","644.5",",6","103.7",",,,6","38",",,,6","-2.46",",6","1.98",",,,6","-6.90",",,,6"
"USC00369500","1902-02","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","","0.0","1,6","6","2,6","6","2,6","3","2,6","","","2",",6","0","1,6","23","1,6","12",",6","0",",6","0",",6","","","-13.9","1,6,05,","","","216",",,6,17,","35.6","2,,6,28,+","13.9",",6,28,","546.4",",6","152.0","2,,,6","254",",,,6","-1.92","1,6","1.86",",,,6","-5.70","1,,,6"
"USC00369500","1902-03","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","","0.0","1,6","","","","","","","","","1",",6","0",",6","13",",6","0","1,6","1","1,6","0","1,6","","","-8.3",",6,19,","","","191",",,6,05,","","","23.3","1,6,29,","347.4","1,6","","","204",",,,6","6.68","1,6","12.36","1,,,6","1.00",",,,6"
"USC00369500","1902-05","39.933333","-75.55","106.7","WESTTOWN, PA US","","","28.9","1,6","6",",6","5",",6","0",",6","","","","","0","1,6","0","1,6","0","1,6","18","1,6","1","1,6","","","1.7","1,6,29,","","","","","17.5",",,6,27,","32.2","1,6,23,","91.7","1,6","39.2",",,,6","","","16.24","1,6","22.80","1,,,6","9.68","1,,,6"
"USC00369500","1902-11","39.933333","-75.55","106.7","WESTTOWN, PA US","","","0.0","4,6","9",",6","5",",6","0",",6","","","","","0","2,6","4","2,6","0","2,6","1","2,6","0","2,6","","","-3.9","2,6,29,","","","","","17.0",",,6,25,","22.8","2,6,13,","242.6","2,6","57.6",",,,6","","","8.89","4,6","13.49","2,,,6","4.29","2,,,6"
